proband_id,Session_Duration (hours),Calories_Burned,Workout_Type
2352,1.41,1525.34,Strength
2353,1.41,1354.73,Cardio
2354,1.13,1492.84,HIIT
2355,1.19,1045.3,Cardio
2356,1.12,984.7,Cardio
2357,1.25,827.25,Yoga
2358,0.61,738.1,HIIT
2359,1.16,1528.65,HIIT
2360,1.11,1066.49,Cardio
2361,0.7,615.44,Cardio
2362,0.91,1100.1,HIIT
2363,1.01,728.41,Yoga
2364,1.33,1755.6,HIIT
2365,1.14,1507.31,HIIT
2366,1.37,1356.3,Strength
2367,1.17,841.7,Yoga
2368,1.18,1170.32,Strength
2369,1.17,1120.39,Cardio
2370,1.03,1247.43,HIIT
2371,1.47,1412.38,Cardio
2372,1.0,1321.1,HIIT
2373,0.93,819.89,Cardio
2374,1.07,942.46,Cardio
2375,1.17,841.7,Yoga
2376,1.3,1250.08,Cardio
2377,1.47,967.55,Yoga
2378,1.86,1934.4,Cardio
2379,1.35,971.19,Yoga
2380,0.96,1164.77,HIIT
2381,1.17,772.9,Yoga
2382,1.35,1637.96,HIIT
2383,1.44,1556.5,Strength
2384,1.49,1433.98,Cardio
2385,1.17,1416.99,HIIT
2386,1.5,1080.0,Yoga
2387,1.08,712.15,Yoga
2388,1.28,1384.7,Strength
2389,0.56,553.9,Strength
2390,1.36,980.83,Yoga
2391,1.41,1394.63,Strength
2392,1.32,1306.8,Strength
2393,1.76,1371.74,Yoga
2394,1.72,2012.4,Strength
2395,1.35,1297.08,Cardio
2396,1.34,886.81,Yoga
2397,1.42,1404.52,Strength
2398,1.07,769.12,Yoga
2399,0.81,712.8,Cardio
2400,1.75,2502.5,HIIT
2401,1.36,1472.47,Strength
2402,1.78,1855.47,Cardio
2403,1.04,1030.54,Strength
2404,0.85,561.0,Yoga
2405,0.55,666.71,HIIT
2406,1.84,1437.41,Yoga
2407,1.32,1305.61,Strength
2408,1.1,1188.0,Strength
2409,1.14,1095.31,Cardio
2410,1.87,2189.58,Strength
2411,1.08,949.54,Cardio
2412,1.24,819.89,Yoga
2413,0.52,628.63,HIIT
2414,1.11,732.6,Yoga
2415,1.31,1415.98,Strength
2416,1.38,992.77,Yoga
2417,1.38,1211.09,Cardio
2418,0.56,554.4,Strength
2419,1.43,1377.38,Cardio
2420,1.48,1417.25,Cardio
2421,1.29,929.57,Yoga
2422,1.24,1638.16,HIIT
2423,1.1,1188.99,Strength
2424,1.15,827.31,Yoga
2425,1.15,760.38,Yoga
2426,1.89,2704.78,HIIT
2427,1.24,1342.55,Strength
2428,0.86,567.6,Yoga
2429,0.66,652.21,Strength
2430,1.2,865.44,Yoga
2431,1.08,1164.46,Strength
2432,1.0,721.2,Yoga
2433,1.12,1478.4,HIIT
2434,1.76,2060.78,Strength
2435,1.39,1000.8,Yoga
2436,1.09,720.05,Yoga
2437,1.77,2531.1,HIIT
2438,1.44,949.54,Yoga
2439,0.96,1163.71,HIIT
2440,0.76,751.72,Strength
2441,1.82,2126.12,Strength
2442,1.51,1765.34,Strength
2443,1.92,1501.06,Yoga
2444,0.68,675.04,Strength
2445,1.4,1848.0,HIIT
2446,1.45,1917.19,HIIT
2447,0.9,891.0,Strength
2448,0.69,833.38,HIIT
2449,1.4,1849.54,HIIT
2450,1.07,1029.77,Cardio
2451,1.36,977.57,Yoga
2452,0.5,495.0,Strength
2453,1.71,1778.4,Cardio
2454,1.18,1040.29,Cardio
2455,1.98,1550.34,Yoga
2456,1.29,928.03,Yoga
2457,1.14,1504.8,HIIT
2458,0.84,833.11,Strength
2459,1.99,2850.08,HIIT
2460,1.13,1084.8,Cardio
2461,1.4,1386.0,Strength
2462,1.35,969.57,Yoga
2463,1.32,1267.2,Cardio
2464,1.26,1106.78,Cardio
2465,1.09,1179.16,Strength
2466,1.75,1367.1,Yoga
2467,0.92,909.97,Strength
2468,1.04,748.18,Yoga
2469,1.29,1708.48,HIIT
2470,1.81,1880.95,Cardio
2471,1.29,1240.46,Cardio
2472,1.02,673.81,Yoga
2473,1.33,1436.4,Strength
2474,1.19,1570.8,HIIT
2475,1.19,1284.13,Strength
2476,1.85,1921.04,Cardio
2477,1.82,1889.89,Cardio
2478,1.01,969.6,Cardio
2479,1.95,2794.94,HIIT
2480,0.61,739.44,HIIT
2481,1.3,858.78,Yoga
2482,0.68,823.55,HIIT
2483,1.22,1611.74,HIIT
2484,1.16,1023.58,Cardio
2485,1.01,889.61,Cardio
2486,1.01,727.2,Yoga
2487,1.1,792.0,Yoga
2488,1.04,915.2,Cardio
2489,1.23,886.34,Yoga
2490,1.75,2045.92,Strength
2491,1.94,2016.05,Cardio
2492,1.08,776.3,Yoga
2493,1.28,1378.94,Strength
2494,1.38,1671.32,HIIT
2495,0.77,678.22,Cardio
2496,1.26,1523.21,HIIT
2497,1.03,1020.63,Strength
2498,0.96,844.03,Cardio
2499,0.93,1124.28,HIIT
2500,0.75,495.45,Yoga
2501,1.18,1557.6,HIIT
2502,1.25,1651.38,HIIT
2503,1.83,2618.91,HIIT
2504,1.01,967.18,Cardio
2505,1.35,971.19,Yoga
2506,1.19,1572.11,HIIT
2507,1.56,1624.9,Cardio
2508,1.38,1323.7,Cardio
2509,0.86,754.74,Cardio
2510,1.16,1531.2,HIIT
2511,1.26,833.87,Yoga
2512,1.08,1424.41,HIIT
2513,1.14,1095.31,Cardio
2514,1.27,1538.1,HIIT
2515,1.78,2543.44,HIIT
2516,1.56,1623.65,Cardio
2517,1.76,1369.63,Yoga
2518,1.82,1895.71,Cardio
2519,0.85,842.26,Strength
2520,1.29,1278.26,Strength
2521,0.91,800.07,Cardio
2522,1.03,1358.47,HIIT
2523,1.9,1478.58,Yoga
2524,1.57,1224.6,Yoga
2525,0.93,818.4,Cardio
2526,0.67,663.3,Strength
2527,1.09,1177.2,Strength
2528,1.14,1004.11,Cardio
2529,1.35,1190.16,Cardio
2530,0.93,818.4,Cardio
2531,1.42,1362.06,Cardio
2532,1.23,1327.29,Strength
2533,1.38,1368.68,Strength
2534,1.09,1315.3,HIIT
2535,0.72,873.58,HIIT
2536,0.78,772.2,Strength
2537,1.37,987.22,Yoga
2538,1.96,2293.2,Strength
2539,1.05,924.84,Cardio
2540,0.73,642.98,Cardio
2541,1.74,1357.2,Yoga
2542,0.61,402.6,Yoga
2543,1.28,921.6,Yoga
2544,1.35,1458.0,Strength
2545,1.0,1211.1,HIIT
2546,1.93,2005.66,Cardio
2547,1.39,1833.27,HIIT
2548,1.3,1717.43,HIIT
2549,1.25,823.5,Yoga
2550,1.2,792.72,Yoga
2551,1.3,1248.0,Cardio
2552,1.7,1327.02,Yoga
2553,1.03,742.22,Yoga
2554,0.59,388.69,Yoga
2555,0.81,534.11,Yoga
2556,0.8,792.0,Strength
2557,1.13,1118.7,Strength
2558,1.69,2416.7,HIIT
2559,1.46,1925.59,HIIT
2560,1.25,1346.62,Strength
2561,1.35,1459.22,Strength
2562,1.52,1185.6,Yoga
2563,1.81,2588.3,HIIT
2564,1.99,2845.7,HIIT
2565,0.57,689.7,HIIT
2566,1.46,1401.6,Cardio
2567,0.51,448.39,Cardio
2568,1.27,1259.59,Strength
2569,1.15,1245.1,Strength
2570,1.02,1101.6,Strength
2571,1.08,1165.43,Strength
2572,0.65,429.0,Yoga
2573,0.68,449.62,Yoga
2574,1.72,2461.49,HIIT
2575,0.99,652.81,Yoga
2576,1.46,1052.95,Yoga
2577,1.45,1042.26,Yoga
2578,0.74,650.02,Cardio
2579,1.04,1029.6,Strength
2580,1.46,1578.11,Strength
2581,0.99,980.99,Strength
2582,1.41,1240.8,Cardio
2583,1.98,2316.6,Strength
2584,0.99,871.2,Cardio
2585,1.03,1113.33,Strength
2586,1.03,1113.33,Strength
2587,1.97,2817.1,HIIT
2588,1.05,1041.39,Strength
2589,0.62,751.56,HIIT
2590,0.76,669.41,Cardio
2591,1.88,2197.91,Strength
2592,1.22,1317.6,Strength
2593,0.75,907.5,HIIT
2594,1.66,1943.69,Strength
2595,1.19,1144.3,Cardio
2596,1.29,928.8,Yoga
2597,0.66,435.2,Yoga
2598,1.75,1363.95,Yoga
2599,1.58,1231.45,Yoga
2600,1.05,1133.06,Strength
2601,1.32,951.19,Yoga
2602,1.49,1606.52,Strength
2603,1.28,920.06,Yoga
2604,1.46,1766.6,HIIT
2605,1.48,1463.87,Strength
2606,1.56,1826.6,Strength
2607,1.82,2126.12,Strength
2608,1.94,2269.8,Strength
2609,1.01,1091.71,Strength
2610,0.71,469.03,Yoga
2611,1.5,1080.9,Yoga
2612,0.97,962.92,Strength
2613,1.29,1136.23,Cardio
2614,1.41,1522.8,Strength
2615,1.25,1199.0,Cardio
2616,1.42,1533.6,Strength
2617,1.03,987.98,Cardio
2618,0.93,613.8,Yoga
2619,0.89,783.91,Cardio
2620,1.35,1779.03,HIIT
2621,1.88,2686.33,HIIT
2622,1.36,1795.2,HIIT
2623,1.2,1584.0,HIIT
2624,0.9,792.0,Cardio
2625,1.35,1630.53,HIIT
2626,1.15,827.31,Yoga
2627,1.14,821.48,Yoga
2628,1.9,1477.44,Yoga
2629,1.19,1443.83,HIIT
2630,0.73,884.91,HIIT
2631,1.34,1330.22,Strength
2632,0.95,941.36,Strength
2633,1.44,1742.4,HIIT
2634,0.84,1014.55,HIIT
2635,1.33,1275.74,Cardio
2636,1.17,843.1,Yoga
2637,1.2,1582.68,HIIT
2638,0.98,1182.57,HIIT
2639,1.3,936.78,Yoga
2640,0.91,800.07,Cardio
2641,1.5,1078.2,Yoga
2642,1.12,985.6,Cardio
2643,1.02,734.4,Yoga
2644,1.11,1466.42,HIIT
2645,1.32,1598.65,HIIT
2646,1.77,1837.97,Cardio
2647,1.07,1027.2,Cardio
2648,2.0,2864.4,HIIT
2649,1.77,1379.54,Yoga
2650,1.28,1382.4,Strength
2651,1.61,1254.83,Yoga
2652,1.17,1028.66,Cardio
2653,1.31,1417.16,Strength
2654,1.54,1803.19,Strength
2655,1.33,876.2,Yoga
2656,1.08,777.6,Yoga
2657,1.47,1938.78,HIIT
2658,1.13,813.6,Yoga
2659,0.75,743.85,Strength
2660,1.0,958.4,Cardio
2661,1.47,969.32,Yoga
2662,1.41,1356.98,Cardio
2663,1.99,2845.7,HIIT
2664,1.07,1413.58,HIIT
2665,1.55,1614.48,Cardio
2666,1.36,1470.02,Strength
2667,1.02,734.4,Yoga
2668,1.24,1635.44,HIIT
2669,1.86,1454.15,Yoga
2670,1.35,1634.98,HIIT
2671,0.5,438.8,Cardio
2672,1.05,1007.16,Cardio
2673,1.36,1793.7,HIIT
2674,1.48,1789.17,HIIT
2675,1.04,1370.51,HIIT
2676,2.0,2860.0,HIIT
2677,0.82,990.4,HIIT
2678,1.18,850.31,Yoga
2679,0.56,553.39,Strength
2680,1.29,1704.22,HIIT
2681,0.78,687.65,Cardio
2682,1.0,880.8,Cardio
2683,1.78,1848.35,Cardio
2684,1.2,1296.0,Strength
2685,1.3,858.78,Yoga
2686,1.31,1414.8,Strength
2687,1.21,1066.74,Cardio
2688,1.18,1273.34,Strength
2689,0.61,602.25,Strength
2690,1.29,930.35,Yoga
2691,1.46,1284.8,Cardio
2692,1.03,741.6,Yoga
2693,0.99,871.99,Cardio
2694,1.41,1704.55,HIIT
2695,0.91,600.05,Yoga
2696,1.09,784.15,Yoga
2697,1.56,1825.2,Strength
2698,1.3,861.12,Yoga
2699,1.26,1527.37,HIIT
2700,1.43,1549.55,Strength
2701,1.34,1179.2,Cardio
2702,1.14,1230.17,Strength
2703,0.93,819.14,Cardio
2704,1.02,734.4,Yoga
2705,0.69,454.57,Yoga
2706,1.09,784.15,Yoga
2707,2.0,2078.4,Cardio
2708,1.53,2189.58,HIIT
2709,1.72,2012.4,Strength
2710,0.63,762.99,HIIT
2711,1.24,1636.8,HIIT
2712,1.32,1427.98,Strength
2713,1.34,964.0,Yoga
2714,1.02,898.42,Cardio
2715,1.25,824.25,Yoga
2716,1.35,972.0,Yoga
2717,1.21,869.75,Yoga
2718,1.15,1240.97,Strength
2719,1.36,1645.6,HIIT
2720,1.26,907.2,Yoga
2721,1.87,2672.04,HIIT
2722,1.47,1294.78,Cardio
2723,1.38,1489.16,Strength
2724,1.26,830.84,Yoga
2725,1.22,1319.8,Strength
2726,1.65,1287.0,Yoga
2727,1.14,1093.49,Cardio
2728,1.25,1199.0,Cardio
2729,1.29,1274.78,Strength
2730,1.64,1277.23,Yoga
2731,0.75,741.82,Strength
2732,1.02,1099.76,Strength
2733,1.76,1828.99,Cardio
2734,1.31,1732.08,HIIT
2735,1.02,734.4,Yoga
2736,1.16,1254.89,Strength
2737,1.31,1415.98,Strength
2738,1.47,1777.08,HIIT
2739,0.85,839.97,Strength
2740,1.47,1410.02,Cardio
2741,0.56,370.27,Yoga
2742,1.67,1734.13,Cardio
2743,1.09,1441.2,HIIT
2744,1.22,1611.74,HIIT
2745,1.49,986.98,Yoga
2746,1.39,1680.37,HIIT
2747,1.27,1256.16,Strength
2748,0.69,456.23,Yoga
2749,1.43,1887.6,HIIT
2750,1.22,1073.6,Cardio
2751,1.48,1956.86,HIIT
2752,1.13,1117.68,Strength
2753,1.05,1275.12,HIIT
2754,0.95,1147.41,HIIT
2755,1.86,1451.92,Yoga
2756,1.41,1522.8,Strength
2757,1.49,1968.44,HIIT
2758,1.39,1222.09,Cardio
2759,1.37,1808.4,HIIT
2760,1.33,1609.3,HIIT
2761,1.86,2663.89,HIIT
2762,1.17,1262.55,Strength
2763,0.7,847.0,HIIT
2764,1.21,1163.54,Cardio
2765,1.34,1770.27,HIIT
2766,1.21,1602.52,HIIT
2767,1.14,1005.94,Cardio
2768,1.71,2443.42,HIIT
2769,1.39,1332.18,Cardio
2770,1.72,1343.66,Yoga
2771,1.17,772.2,Yoga
2772,1.38,1820.08,HIIT
2773,1.11,1198.8,Strength
2774,1.13,994.4,Cardio
2775,1.61,1883.7,Strength
2776,1.5,1756.35,Strength
2777,0.49,485.1,Strength
2778,1.0,988.2,Strength
2779,1.34,1768.8,HIIT
2780,1.98,2316.6,Strength
2781,1.69,2414.84,HIIT
2782,1.91,2232.98,Strength
2783,1.07,1411.22,HIIT
2784,1.45,956.13,Yoga
2785,0.66,798.6,HIIT
2786,1.34,1287.47,Cardio
2787,1.08,1431.54,HIIT
2788,1.48,1419.62,Cardio
2789,1.35,972.81,Yoga
2790,1.43,1886.03,HIIT
2791,1.69,2416.7,HIIT
2792,1.34,1768.8,HIIT
2793,1.06,1282.6,HIIT
2794,1.24,1500.4,HIIT
2795,1.17,1415.7,HIIT
2796,1.5,1816.65,HIIT
2797,1.15,828.0,Yoga
2798,1.6,1248.96,Yoga
2799,0.87,861.3,Strength
2800,1.68,1967.11,Strength
2801,1.26,1107.79,Cardio
2802,1.48,1951.97,HIIT
2803,0.99,712.8,Yoga
2804,1.25,1512.5,HIIT
2805,1.8,1402.92,Yoga
2806,1.66,1943.69,Strength
2807,1.19,1144.3,Cardio
2808,1.2,864.0,Yoga
2809,2.0,1558.8,Yoga
2810,1.25,825.75,Yoga
2811,0.87,764.21,Cardio
2812,1.46,963.6,Yoga
2813,1.81,1889.64,Cardio
2814,1.24,1634.07,HIIT
2815,0.61,401.87,Yoga
2816,0.93,613.24,Yoga
2817,0.62,749.52,HIIT
2818,0.82,811.8,Strength
2819,1.11,1069.15,Cardio
2820,1.28,844.8,Yoga
2821,1.75,1366.05,Yoga
2822,1.18,1036.51,Cardio
2823,1.26,907.2,Yoga
2824,1.1,1452.0,HIIT
2825,0.82,721.6,Cardio
2826,1.78,2082.6,Strength
2827,0.6,396.36,Yoga
2828,0.8,705.28,Cardio
2829,1.48,1461.2,Strength
2830,1.64,1704.29,Cardio
2831,1.05,1270.5,HIIT
2832,1.64,1280.18,Yoga
2833,0.76,918.76,HIIT
2834,1.72,1340.57,Yoga
2835,0.93,819.14,Cardio
2836,1.16,835.9,Yoga
2837,1.04,998.4,Cardio
2838,1.79,2092.69,Strength
2839,1.1,1087.02,Strength
2840,1.42,1529.77,Strength
2841,1.33,1437.6,Strength
2842,1.36,1470.02,Strength
2843,1.28,1553.02,HIIT
2844,1.51,1572.82,Cardio
2845,1.03,1113.33,Strength
2846,1.46,1052.95,Yoga
2847,1.2,1580.04,HIIT
2848,1.28,1226.75,Cardio
2849,1.52,1186.51,Yoga
2850,1.58,1643.2,Cardio
2851,1.32,949.61,Yoga
2852,1.83,1426.3,Yoga
2853,1.37,1480.83,Strength
2854,1.4,1009.68,Yoga
2855,1.31,1153.85,Cardio
2856,1.62,1895.4,Strength
2857,1.08,714.1,Yoga
2858,1.39,1499.95,Strength
2859,1.25,1511.12,HIIT
2860,0.55,545.0,Strength
2861,1.39,1224.31,Cardio
2862,0.76,501.6,Yoga
2863,1.07,1155.6,Strength
2864,1.75,2500.57,HIIT
2865,1.39,1834.8,HIIT
2866,1.25,825.75,Yoga
2867,1.4,1689.38,HIIT
2868,1.48,1067.38,Yoga
2869,1.16,1253.84,Strength
2870,1.47,1413.55,Cardio
2871,1.47,1057.52,Yoga
2872,1.3,1249.04,Cardio
2873,1.16,1531.2,HIIT
2874,1.02,734.4,Yoga
2875,1.41,1402.24,Strength
2876,1.39,1833.27,HIIT
2877,1.68,1308.38,Yoga
2878,0.58,510.4,Cardio
2879,1.07,768.47,Yoga
2880,1.21,1197.9,Strength
2881,1.79,2555.76,HIIT
2882,0.84,1016.4,HIIT
2883,1.23,812.54,Yoga
2884,0.9,791.28,Cardio
2885,1.83,2616.9,HIIT
2886,1.29,851.4,Yoga
2887,1.93,2755.65,HIIT
2888,1.69,1319.21,Yoga
2889,1.25,1652.75,HIIT
2890,1.08,1165.43,Strength
2891,1.94,1513.2,Yoga
2892,1.41,1014.35,Yoga
2893,0.69,832.62,HIIT
2894,1.03,742.22,Yoga
2895,1.24,1188.42,Cardio
2896,1.36,1195.71,Cardio
2897,1.22,1173.15,Cardio
2898,0.71,468.6,Yoga
2899,1.26,1521.83,HIIT
2900,1.49,1074.59,Yoga
2901,1.34,1286.4,Cardio
2902,1.28,920.06,Yoga
2903,1.5,1756.35,Strength
2904,0.81,534.11,Yoga
2905,1.3,1716.0,HIIT
2906,1.15,1139.54,Strength
2907,1.75,1362.9,Yoga
2908,1.81,2112.81,Strength
2909,0.63,623.7,Strength
2910,1.14,822.17,Yoga
2911,1.37,1357.53,Strength
2912,1.04,750.05,Yoga
2913,1.37,1808.4,HIIT
2914,1.0,880.0,Cardio
2915,1.35,1458.0,Strength
2916,1.91,1987.93,Cardio
2917,1.99,1552.2,Yoga
2918,1.36,1197.89,Cardio
2919,1.03,1108.69,Strength
2920,1.27,1539.49,HIIT
2921,1.29,1702.8,HIIT
2922,1.21,1163.54,Cardio
2923,1.38,912.46,Yoga
2924,0.94,928.06,Strength
2925,1.53,1194.32,Yoga
2926,0.92,810.34,Cardio
2927,1.25,901.5,Yoga
2928,1.06,1398.03,HIIT
2929,0.81,534.6,Yoga
2930,1.42,1025.81,Yoga
2931,0.83,729.07,Cardio
2932,1.0,661.8,Yoga
2933,1.41,1858.1,HIIT
2934,1.88,2692.54,HIIT
2935,1.27,915.16,Yoga
2936,1.29,1389.72,Strength
2937,1.33,1757.06,HIIT
2938,1.75,1366.05,Yoga
2939,1.46,1579.43,Strength
2940,1.08,778.25,Yoga
2941,1.18,779.51,Yoga
2942,1.93,2757.78,HIIT
2943,1.22,1171.2,Cardio
2944,1.09,783.49,Yoga
2945,1.14,1002.29,Cardio
2946,1.13,1082.09,Cardio
2947,1.28,1229.82,Cardio
2948,1.8,1405.08,Yoga
2949,0.88,1065.77,HIIT
2950,1.13,1367.3,HIIT
2951,1.21,1462.77,HIIT
2952,1.37,1480.83,Strength
2953,1.14,753.08,Yoga
2954,1.06,702.14,Yoga
2955,1.02,734.4,Yoga
2956,1.32,1304.42,Strength
2957,0.89,1076.9,HIIT
2958,0.71,625.37,Cardio
2959,1.55,1612.0,Cardio
2960,1.08,1426.79,HIIT
2961,1.27,1679.19,HIIT
2962,1.35,1783.48,HIIT
2963,1.34,1771.75,HIIT
2964,1.35,1632.02,HIIT
2965,1.97,2819.27,HIIT
2966,1.27,838.2,Yoga
2967,1.32,1307.99,Strength
2968,1.27,915.16,Yoga
2969,1.03,1358.47,HIIT
2970,1.42,936.35,Yoga
2971,1.9,2719.09,HIIT
2972,1.7,1768.0,Cardio
2973,0.9,1091.97,HIIT
2974,1.81,1880.95,Cardio
2975,1.84,2149.49,Strength
2976,0.78,945.52,HIIT
2977,1.27,1257.3,Strength
2978,1.28,1267.2,Strength
2979,0.55,362.34,Yoga
2980,1.23,885.6,Yoga
2981,1.24,891.31,Yoga
2982,1.53,2192.95,HIIT
2983,1.86,1449.68,Yoga
2984,1.36,1308.86,Cardio
2985,1.48,976.8,Yoga
2986,1.92,1996.8,Cardio
2987,1.54,1601.6,Cardio
2988,1.66,1940.71,Strength
2989,1.45,1917.19,HIIT
2990,0.72,871.99,HIIT
2991,1.36,1795.2,HIIT
2992,1.58,1848.6,Strength
2993,0.74,732.6,Strength
2994,1.2,1152.0,Cardio
2995,1.22,1073.6,Cardio
2996,1.81,1411.8,Yoga
2997,1.41,1240.8,Cardio
2998,1.28,1263.74,Strength
2999,1.43,1028.74,Yoga
3000,1.21,871.2,Yoga
3001,0.93,819.14,Cardio
3002,0.86,850.63,Strength
3003,1.28,1229.82,Cardio
3004,1.47,1411.2,Cardio
3005,1.37,986.4,Yoga
3006,0.84,738.53,Cardio
3007,1.3,857.22,Yoga
3008,1.03,740.36,Yoga
3009,0.79,956.77,HIIT
3010,0.91,801.53,Cardio
3011,1.3,1716.0,HIIT
3012,1.46,1282.46,Cardio
3013,1.03,987.98,Cardio
3014,1.67,1735.46,Cardio
3015,1.09,1049.02,Cardio
3016,1.88,1956.7,Cardio
3017,1.33,1607.84,HIIT
3018,1.19,1142.4,Cardio
3019,1.83,2142.75,Strength
3020,1.47,1456.62,Strength
3021,1.4,1342.88,Cardio
3022,1.69,2418.56,HIIT
3023,1.22,1205.6,Strength
3024,0.87,573.68,Yoga
3025,1.05,1005.48,Cardio
3026,1.25,1348.88,Strength
3027,1.84,1915.07,Cardio
3028,1.25,1348.88,Strength
3029,1.02,1346.4,HIIT
3030,1.04,1373.94,HIIT
3031,1.47,1455.3,Strength
3032,0.99,1069.2,Strength
3033,1.46,1928.81,HIIT
3034,0.99,979.21,Strength
3035,1.42,1020.7,Yoga
3036,1.03,740.36,Yoga
3037,1.14,1092.58,Cardio
3038,1.79,2561.67,HIIT
3039,1.19,857.51,Yoga
3040,1.02,1234.2,HIIT
3041,1.18,849.6,Yoga
3042,1.03,740.36,Yoga
3043,0.55,362.67,Yoga
3044,1.59,1242.11,Yoga
3045,1.21,1597.2,HIIT
3046,1.24,1340.32,Strength
3047,0.69,834.9,HIIT
3048,1.2,863.28,Yoga
3049,1.98,1543.21,Yoga
3050,1.78,1387.33,Yoga
3051,1.3,858.0,Yoga
3052,0.9,891.81,Strength
3053,1.35,890.19,Yoga
3054,1.41,1861.2,HIIT
3055,1.37,984.76,Yoga
3056,1.37,1202.31,Cardio
3057,1.78,2084.2,Strength
3058,1.2,1056.0,Cardio
3059,1.42,1871.28,HIIT
3060,0.58,382.45,Yoga
3061,1.73,1348.36,Yoga
3062,1.37,1353.83,Strength
3063,1.95,2031.12,Cardio
3064,1.0,720.0,Yoga
3065,1.12,1207.58,Strength
3066,1.24,1192.38,Cardio
3067,0.56,370.27,Yoga
3068,1.41,1353.6,Cardio
3069,1.1,1326.16,HIIT
3070,1.41,1015.2,Yoga
3071,1.31,1729.2,HIIT
3072,1.4,922.32,Yoga
3073,1.48,1795.68,HIIT
3074,0.73,642.4,Cardio
3075,1.19,1283.06,Strength
3076,1.52,2170.26,HIIT
3077,1.39,1836.33,HIIT
3078,1.29,1562.32,HIIT
3079,1.03,740.98,Yoga
3080,0.95,1150.54,HIIT
3081,1.49,1426.82,Cardio
3082,1.17,1544.4,HIIT
3083,1.41,1238.54,Cardio
3084,1.46,1928.81,HIIT
3085,0.5,440.4,Cardio
3086,1.54,2202.2,HIIT
3087,1.78,2541.48,HIIT
3088,0.57,690.33,HIIT
3089,1.03,989.62,Cardio
3090,1.93,2007.2,Cardio
3091,1.06,1144.8,Strength
3092,1.37,1808.4,HIIT
3093,1.1,790.68,Yoga
3094,0.88,1065.77,HIIT
3095,1.84,2149.49,Strength
3096,0.98,863.18,Cardio
3097,0.61,537.78,Cardio
3098,1.34,1286.4,Cardio
3099,1.72,2015.5,Strength
3100,1.1,1329.79,HIIT
3101,1.32,1425.6,Strength
3102,1.81,2582.33,HIIT
3103,1.11,1199.8,Strength
3104,1.09,785.45,Yoga
3105,0.75,495.0,Yoga
3106,1.01,999.9,Strength
3107,0.64,634.18,Strength
3108,1.48,1067.38,Yoga
3109,1.27,1252.73,Strength
3110,1.13,1217.35,Strength
3111,1.72,1342.63,Yoga
3112,1.55,1608.28,Cardio
3113,1.0,718.2,Yoga
3114,1.17,841.7,Yoga
3115,0.54,476.06,Cardio
3116,1.3,1288.17,Strength
3117,1.27,914.4,Yoga
3118,1.48,1423.17,Cardio
3119,1.29,1395.52,Strength
3120,1.32,872.78,Yoga
3121,1.01,665.99,Yoga
3122,1.49,1429.21,Cardio
3123,1.58,2259.4,HIIT
3124,1.16,1251.76,Strength
3125,0.56,493.25,Cardio
3126,1.23,886.34,Yoga
3127,0.67,441.8,Yoga
3128,1.06,763.84,Yoga
3129,1.49,1071.91,Yoga
3130,1.07,1153.67,Strength
3131,1.52,1579.58,Cardio
3132,1.36,1470.02,Strength
3133,0.9,792.0,Cardio
3134,1.15,827.31,Yoga
3135,1.44,1381.25,Cardio
3136,1.22,1207.8,Strength
3137,1.19,856.09,Yoga
3138,1.37,1316.3,Cardio
3139,1.37,1315.2,Cardio
3140,1.18,1427.8,HIIT
3141,1.28,1383.55,Strength
3142,1.59,1858.87,Strength
3143,1.85,2643.46,HIIT
3144,1.41,1352.47,Cardio
3145,1.13,1492.84,HIIT
3146,0.83,730.4,Cardio
3147,1.1,966.24,Cardio
3148,1.17,1263.6,Strength
3149,1.66,2371.97,HIIT
3150,0.83,731.06,Cardio
3151,1.29,1704.22,HIIT
3152,1.05,1008.84,Cardio
3153,1.87,1459.72,Yoga
3154,1.37,1808.4,HIIT
3155,0.74,895.4,HIIT
3156,1.84,2633.22,HIIT
3157,1.17,1545.69,HIIT
3158,1.41,1239.67,Cardio
3159,1.48,1953.6,HIIT
3160,1.05,924.0,Cardio
3161,1.93,2762.02,HIIT
3162,1.02,1348.64,HIIT
3163,1.35,1779.03,HIIT
3164,1.04,998.4,Cardio
3165,1.3,1144.0,Cardio
3166,1.53,1790.1,Strength
3167,1.3,936.78,Yoga
3168,1.42,1872.84,HIIT
3169,1.23,1081.42,Cardio
3170,1.11,799.2,Yoga
3171,1.21,798.6,Yoga
3172,1.4,926.52,Yoga
3173,1.03,1111.47,Strength
3174,1.02,1099.76,Strength
3175,0.9,792.0,Cardio
3176,1.36,1790.71,HIIT
3177,1.28,1227.78,Cardio
3178,1.39,919.07,Yoga
3179,1.98,2060.78,Cardio
3180,1.4,1008.0,Yoga
3181,1.47,1591.57,Strength
3182,1.14,1504.8,HIIT
3183,1.26,1524.6,HIIT
3184,1.28,1263.74,Strength
3185,1.71,2002.24,Strength
3186,1.41,1709.2,HIIT
3187,1.26,1664.59,HIIT
3188,0.97,640.78,Yoga
3189,1.01,1333.2,HIIT
3190,1.35,1458.0,Strength
3191,1.19,856.8,Yoga
3192,1.53,2189.58,HIIT
3193,1.78,1388.4,Yoga
3194,1.79,2557.73,HIIT
3195,1.02,978.38,Cardio
3196,1.82,1418.51,Yoga
3197,1.15,827.31,Yoga
3198,1.61,2302.3,HIIT
3199,1.25,1509.75,HIIT
3200,1.21,1599.86,HIIT
3201,1.37,1660.71,HIIT
