proband_id,Water_Intake (liters),Daily meals frequency,Calories
2330,2.68,1.99,2643.0
2331,3.5,2.0,2401.0
2332,1.7,3.03,1513.0
2333,2.32,3.02,1278.0
2334,2.5,3.0,1827.0
2335,2.7,2.98,1794.0
2336,3.3,3.01,2819.0
2337,3.49,3.02,2378.0
2338,3.51,2.98,2188.0
2339,2.71,4.02,1865.0
2340,2.73,4.0,2314.0
2341,2.92,2.0,1475.0
2342,2.18,3.01,2595.0
2343,2.7,2.0,1582.0
2344,2.49,3.01,1109.0
2345,1.81,2.98,2065.0
2346,2.1,4.0,1925.0
2347,2.38,3.0,1623.0
2348,3.01,3.0,1516.0
2349,2.21,3.01,1340.0
2350,1.5,2.98,2154.0
2351,1.7,2.01,1828.0
2352,2.19,3.0,1872.0
2353,2.31,3.0,1798.0
2354,3.21,2.99,1603.0
2355,3.01,4.0,1741.0
2356,2.07,2.01,1648.0
2357,1.47,3.01,1896.0
2358,2.58,2.99,1342.0
2359,1.8,3.01,1356.0
2360,1.68,4.0,1898.0
2361,3.11,4.0,3389.0
2362,2.58,3.99,1737.0
2363,2.89,3.0,2230.0
2364,3.3,4.0,1891.0
2365,2.09,4.01,1528.0
2366,1.9,2.01,2021.0
2367,1.98,1.99,2062.0
2368,3.21,3.0,1659.0
2369,2.0,1.99,1823.0
2370,2.3,1.98,1379.0
2371,1.9,3.0,1936.0
2372,2.91,3.01,2335.0
2373,3.09,2.99,1634.0
2374,1.49,3.0,1526.0
2375,3.59,3.02,2522.0
2376,3.09,2.02,1589.0
2377,2.32,4.0,1707.0
2378,3.49,4.01,2485.0
2379,2.3,2.01,3265.0
2380,1.59,2.98,1232.0
2381,1.62,2.0,1837.0
2382,2.89,3.0,2681.0
2383,3.39,2.99,1259.0
2384,2.42,2.99,2704.0
2385,2.48,2.99,1385.0
2386,1.62,2.01,1362.0
2387,1.9,3.0,1760.0
2388,2.61,2.99,1963.0
2389,2.9,1.99,2482.0
2390,2.1,3.02,1988.0
2391,1.6,2.0,1363.0
2392,2.34,1.99,1827.0
2393,2.7,3.02,1950.0
2394,2.71,1.99,1725.0
2395,2.6,1.99,2111.0
2396,3.09,3.0,2797.0
2397,2.91,3.0,2020.0
2398,2.29,2.99,1880.0
2399,2.7,4.02,2490.0
2400,3.49,3.01,2476.0
2401,2.19,3.03,1684.0
2402,3.5,1.99,2337.0
2403,2.4,3.98,1402.0
2404,2.29,3.0,1284.0
2405,2.0,2.97,1467.0
2406,3.52,2.99,2488.0
2407,3.09,2.99,2770.0
2408,3.3,2.99,1892.0
2409,3.69,3.0,2061.0
2410,3.53,2.01,2170.0
2411,3.2,2.98,2394.0
2412,2.5,3.0,1496.0
2413,2.22,4.01,2605.0
2414,2.5,3.99,1493.0
2415,3.0,3.0,1680.0
2416,2.51,2.0,2946.0
2417,2.99,3.0,1278.0
2418,1.7,2.01,2061.0
2419,3.6,3.0,2414.0
2420,1.71,3.0,1839.0
2421,3.08,2.99,2912.0
2422,2.69,2.98,3192.0
2423,2.29,1.99,1905.0
2424,3.38,3.01,2229.0
2425,1.7,2.98,1415.0
2426,3.5,3.0,2284.0
2427,2.71,2.99,3094.0
2428,2.31,2.99,1252.0
2429,2.31,3.01,1793.0
2430,2.26,1.98,2813.0
2431,2.1,3.02,1474.0
2432,1.5,3.0,1869.0
2433,2.51,2.01,2268.0
2434,2.7,3.01,1651.0
2435,2.5,2.0,2709.0
2436,1.98,2.01,1151.0
2437,3.51,2.98,2456.0
2438,1.89,4.01,1750.0
2439,2.09,3.0,2289.0
2440,2.91,2.01,1791.0
2441,3.48,1.99,2404.0
2442,3.5,2.01,2210.0
2443,2.69,2.0,1561.0
2444,1.91,3.0,1649.0
2445,1.99,3.0,2509.0
2446,1.68,2.99,1339.0
2447,3.0,4.0,1514.0
2448,1.91,3.01,1655.0
2449,2.02,3.0,2529.0
2450,2.8,2.99,2962.0
2451,3.71,2.99,1794.0
2452,1.79,4.0,1697.0
2453,2.7,1.99,1514.0
2454,2.9,3.03,2717.0
2455,3.5,2.0,2284.0
2456,3.32,4.02,1782.0
2457,2.12,3.99,1431.0
2458,2.29,2.99,1228.0
2459,2.69,4.02,1866.0
2460,3.0,1.98,1464.0
2461,2.29,2.99,1412.0
2462,2.32,2.01,1645.0
2463,3.21,2.97,3251.0
2464,2.5,3.01,1532.0
2465,2.9,2.99,1785.0
2466,3.5,3.01,2586.0
2467,2.61,4.02,1939.0
2468,2.41,3.98,1823.0
2469,1.59,2.98,1681.0
2470,2.7,2.99,1765.0
2471,2.6,3.0,2118.0
2472,2.21,1.99,2894.0
2473,2.32,3.01,1167.0
2474,2.31,4.01,1480.0
2475,2.28,4.02,1631.0
2476,2.71,3.03,1781.0
2477,2.71,4.01,1641.0
2478,1.97,3.01,1795.0
2479,2.7,3.0,1632.0
2480,3.69,3.01,1610.0
2481,3.19,3.01,1635.0
2482,3.3,2.99,1272.0
2483,1.87,2.0,2124.0
2484,2.5,3.0,1781.0
2485,1.68,2.99,1907.0
2486,3.39,3.99,3302.0
2487,2.8,2.99,2966.0
2488,2.39,4.02,1338.0
2489,3.7,3.98,1525.0
2490,3.5,2.0,2276.0
2491,3.49,3.01,2234.0
2492,2.3,3.01,1981.0
2493,2.6,3.01,2188.0
2494,2.08,4.01,1950.0
2495,2.99,2.01,1306.0
2496,2.79,3.99,2628.0
2497,1.6,2.02,1149.0
2498,2.08,3.0,3229.0
2499,2.21,2.99,2192.0
2500,2.1,2.99,2026.0
2501,2.59,2.99,2387.0
2502,3.29,3.01,3214.0
2503,3.51,2.99,2192.0
2504,2.73,3.0,2252.0
2505,2.37,2.99,2751.0
2506,2.59,2.99,3038.0
2507,2.71,3.0,1700.0
2508,2.3,2.98,1472.0
2509,1.48,1.98,2088.0
2510,2.4,3.01,1831.0
2511,2.49,3.03,1546.0
2512,2.89,3.0,1586.0
2513,1.68,4.03,2006.0
2514,3.1,3.0,2101.0
2515,3.51,2.99,2528.0
2516,3.48,3.01,2285.0
2517,3.51,2.0,2087.0
2518,3.5,3.0,2432.0
2519,2.3,3.03,1283.0
2520,2.31,2.99,1365.0
2521,2.39,1.99,1522.0
2522,2.7,2.02,1680.0
2523,2.7,3.0,1665.0
2524,2.7,1.99,1698.0
2525,1.71,2.98,1637.0
2526,2.59,3.0,2960.0
2527,1.9,2.98,1303.0
2528,2.9,2.0,1513.0
2529,2.9,3.01,2729.0
2530,3.09,2.99,1561.0
2531,3.4,2.99,1749.0
2532,2.7,3.0,2827.0
2533,1.7,2.99,1152.0
2534,2.28,3.05,1190.0
2535,3.5,3.99,2109.0
2536,3.21,3.0,2568.0
2537,3.4,2.97,2350.0
2538,2.69,2.99,1800.0
2539,2.4,4.01,1428.0
2540,1.5,4.0,1961.0
2541,3.51,1.97,2215.0
2542,2.19,2.99,1537.0
2543,2.41,2.02,1533.0
2544,2.33,2.0,1647.0
2545,1.7,3.0,1855.0
2546,2.72,3.01,2077.0
2547,3.32,3.0,2615.0
2548,2.12,3.0,3232.0
2549,2.09,1.99,1859.0
2550,2.0,2.0,1837.0
2551,3.01,2.02,1997.0
2552,2.69,2.02,1820.0
2553,2.59,3.98,3286.0
2554,2.61,1.99,1639.0
2555,2.2,3.0,1752.0
2556,1.7,4.01,1812.0
2557,1.8,3.0,1874.0
2558,3.5,2.98,2302.0
2559,2.58,3.0,1335.0
2560,2.5,2.0,2299.0
2561,2.31,2.01,2369.0
2562,2.7,3.01,1717.0
2563,3.49,3.01,2226.0
2564,2.7,1.98,1734.0
2565,3.2,2.01,1355.0
2566,2.93,2.99,1830.0
2567,2.3,3.0,1723.0
2568,3.53,4.01,2870.0
2569,2.61,4.01,2039.0
2570,2.61,2.98,1963.0
2571,2.32,3.01,1926.0
2572,2.48,3.01,2477.0
2573,2.31,1.99,2078.0
2574,2.72,3.99,1809.0
2575,2.58,3.02,1777.0
2576,1.8,3.01,1623.0
2577,2.2,3.01,3568.0
2578,2.28,4.01,1954.0
2579,2.62,3.03,3062.0
2580,1.51,3.0,2087.0
2581,2.31,2.03,1561.0
2582,3.09,3.01,2263.0
2583,3.49,2.99,2461.0
2584,2.61,2.99,1895.0
2585,3.71,2.99,2482.0
2586,2.52,4.01,1736.0
2587,2.69,3.03,1853.0
2588,1.58,2.02,1098.0
2589,2.7,2.0,1179.0
2590,3.01,2.01,1354.0
2591,3.5,3.01,2097.0
2592,2.32,3.04,1845.0
2593,3.59,2.99,2024.0
2594,3.51,2.99,2607.0
2595,2.58,3.02,2229.0
2596,2.11,3.0,2247.0
2597,3.09,2.02,3192.0
2598,3.49,2.0,2456.0
2599,2.7,2.01,1753.0
2600,2.3,3.0,3216.0
2601,3.3,3.0,1930.0
2602,3.6,3.0,1422.0
2603,1.81,1.99,1234.0
2604,2.2,3.0,1135.0
2605,2.01,3.0,1418.0
2606,3.48,3.01,2242.0
2607,3.47,2.01,2532.0
2608,3.49,3.0,2343.0
2609,3.1,4.0,2264.0
2610,2.11,3.0,2286.0
2611,3.73,3.01,2403.0
2612,2.39,2.0,1497.0
2613,2.31,3.01,1413.0
2614,2.1,2.01,1990.0
2615,2.68,2.0,3315.0
2616,3.39,2.99,1760.0
2617,2.31,3.0,1557.0
2618,2.2,2.99,2035.0
2619,3.29,2.02,1208.0
2620,2.6,2.0,2009.0
2621,3.53,1.98,2318.0
2622,2.91,2.01,3363.0
2623,3.09,3.0,2679.0
2624,2.63,4.0,1808.0
2625,3.68,3.0,1976.0
2626,2.9,3.99,3570.0
2627,1.89,3.0,1730.0
2628,3.52,3.0,2357.0
2629,3.68,2.98,2464.0
2630,1.88,2.98,1134.0
2631,1.79,2.98,1735.0
2632,1.98,1.98,1484.0
2633,2.29,3.0,1200.0
2634,2.6,2.99,1331.0
2635,2.29,3.0,1221.0
2636,3.21,3.0,1823.0
2637,2.8,2.01,1620.0
2638,2.79,2.0,1494.0
2639,2.6,3.02,3353.0
2640,3.01,4.0,1453.0
2641,1.69,2.01,1461.0
2642,2.89,4.01,1810.0
2643,3.38,3.97,3481.0
2644,1.98,3.0,1904.0
2645,2.89,3.0,3326.0
2646,3.49,2.99,2464.0
2647,2.7,2.0,1906.0
2648,2.71,1.99,1899.0
2649,2.67,2.01,1752.0
2650,2.44,2.01,1588.0
2651,2.71,2.0,1750.0
2652,3.69,2.99,2555.0
2653,3.12,2.0,1578.0
2654,3.49,2.01,2503.0
2655,2.21,1.99,2681.0
2656,2.1,4.0,1258.0
2657,2.69,3.02,3017.0
2658,2.63,3.0,3410.0
2659,3.6,3.02,1854.0
2660,3.11,4.0,2113.0
2661,2.0,3.01,1550.0
2662,2.21,3.01,2803.0
2663,2.71,4.02,1882.0
2664,2.21,2.0,1468.0
2665,3.49,2.98,2220.0
2666,2.2,2.01,2973.0
2667,2.19,3.0,1646.0
2668,2.1,4.0,1297.0
2669,2.71,2.0,1788.0
2670,2.2,3.01,1945.0
2671,2.51,1.99,2064.0
2672,2.9,2.98,3514.0
2673,2.87,2.99,1881.0
2674,2.0,3.0,1795.0
2675,2.52,4.0,1694.0
2676,3.48,2.02,2454.0
2677,2.3,2.99,1810.0
2678,2.49,2.0,1723.0
2679,1.81,3.0,1097.0
2680,1.81,3.01,2084.0
2681,2.89,3.0,2267.0
2682,3.5,3.98,3425.0
2683,3.49,2.98,2437.0
2684,2.4,2.99,2257.0
2685,3.29,2.01,2293.0
2686,3.0,3.0,1691.0
2687,3.39,4.03,2734.0
2688,2.7,2.0,2076.0
2689,2.3,3.01,1876.0
2690,2.31,3.99,2375.0
2691,2.3,2.99,1326.0
2692,2.58,2.99,1262.0
2693,1.91,2.97,1322.0
2694,3.02,2.98,2548.0
2695,2.4,2.0,1405.0
2696,2.19,2.99,2638.0
2697,3.5,4.0,2415.0
2698,2.49,3.0,1745.0
2699,2.41,3.01,1339.0
2700,1.8,2.02,1784.0
2701,2.19,2.01,2833.0
2702,2.21,3.01,1809.0
2703,2.2,2.98,1987.0
2704,2.7,2.01,1910.0
2705,2.39,3.0,1911.0
2706,2.81,3.01,2719.0
2707,3.5,2.01,2240.0
2708,3.48,3.01,2158.0
2709,3.47,1.99,2459.0
2710,1.7,2.99,1894.0
2711,2.7,2.99,2743.0
2712,3.31,4.0,1843.0
2713,3.7,3.02,1547.0
2714,2.29,2.02,1331.0
2715,2.12,2.0,1752.0
2716,3.3,3.0,3304.0
2717,2.02,4.01,1463.0
2718,3.31,2.01,2997.0
2719,2.9,1.98,1459.0
2720,1.81,1.99,2144.0
2721,3.52,2.98,2262.0
2722,2.69,1.99,1362.0
2723,3.42,4.01,3317.0
2724,2.39,3.0,1343.0
2725,2.18,3.98,1609.0
2726,2.69,3.0,1915.0
2727,1.5,3.03,1334.0
2728,2.51,2.01,2108.0
2729,2.31,2.98,1518.0
2730,2.69,2.98,1815.0
2731,2.7,2.99,1489.0
2732,3.48,2.99,2501.0
2733,3.51,3.01,2282.0
2734,1.92,3.02,2101.0
2735,2.39,2.99,1248.0
2736,2.4,4.01,1735.0
2737,3.7,3.0,2451.0
2738,3.3,2.99,2071.0
2739,2.21,2.99,1622.0
2740,1.5,1.99,2010.0
2741,2.0,3.0,1498.0
2742,3.49,2.01,2409.0
2743,2.71,2.0,1651.0
2744,2.81,3.0,2535.0
2745,2.79,2.99,3263.0
2746,1.99,2.0,2537.0
2747,1.99,2.98,1451.0
2748,2.31,3.0,2132.0
2749,3.6,3.02,2489.0
2750,3.3,3.99,2039.0
2751,2.81,3.98,2260.0
2752,3.12,2.99,3094.0
2753,2.7,3.0,2905.0
2754,3.22,3.0,2492.0
2755,2.69,2.0,1645.0
2756,2.89,3.01,1843.0
2757,2.1,1.99,1341.0
2758,2.3,3.98,1843.0
2759,2.39,3.01,2017.0
2760,2.2,2.01,2911.0
2761,3.51,3.0,2287.0
2762,3.21,2.98,1909.0
2763,2.6,4.01,2149.0
2764,1.7,1.99,1831.0
2765,2.62,1.99,1617.0
2766,2.0,2.02,1647.0
2767,3.59,2.99,3118.0
2768,2.72,2.0,1907.0
2769,2.72,1.99,1623.0
2770,2.71,3.99,1779.0
2771,2.51,2.99,1278.0
2772,2.3,3.02,1472.0
2773,1.7,4.0,2067.0
2774,2.19,3.01,1550.0
2775,2.71,4.0,1351.0
2776,3.49,4.02,2372.0
2777,2.31,4.01,1296.0
2778,3.6,3.0,2585.0
2779,2.12,3.02,1209.0
2780,2.7,1.98,1581.0
2781,3.5,3.0,2361.0
2782,3.48,2.99,2422.0
2783,2.9,3.01,1618.0
2784,3.29,3.0,2249.0
2785,3.11,2.02,3298.0
2786,2.19,3.0,1387.0
2787,3.37,3.01,2535.0
2788,1.98,3.03,1431.0
2789,1.99,3.99,1973.0
2790,3.62,3.0,2337.0
2791,2.71,2.99,1877.0
2792,1.82,3.0,1923.0
2793,2.41,3.99,1500.0
2794,1.59,2.98,2107.0
2795,2.08,3.0,1197.0
2796,1.79,2.01,1911.0
2797,3.09,2.99,2974.0
2798,3.5,2.0,2486.0
2799,3.3,2.02,1548.0
2800,2.69,3.0,1757.0
2801,1.79,4.01,2019.0
2802,2.8,2.99,1747.0
2803,2.21,3.02,3328.0
2804,1.61,2.01,1745.0
2805,3.5,2.98,2177.0
2806,3.5,1.98,2396.0
2807,2.41,2.0,1532.0
2808,1.8,3.0,1928.0
2809,2.7,2.01,1850.0
2810,2.4,3.0,1247.0
2811,3.3,2.01,1417.0
2812,2.1,2.98,2136.0
2813,2.68,3.0,1793.0
2814,2.01,1.99,1911.0
2815,3.4,2.99,1891.0
2816,2.4,2.02,1450.0
2817,1.52,3.0,1736.0
2818,3.69,3.99,2014.0
2819,1.71,2.0,1719.0
2820,1.78,4.0,1983.0
2821,3.5,3.99,2513.0
2822,3.39,2.0,2265.0
2823,2.51,3.01,1354.0
2824,1.98,2.98,1456.0
2825,3.01,2.0,2998.0
2826,2.7,2.98,1633.0
2827,2.28,3.0,1881.0
2828,2.7,3.99,2595.0
2829,2.88,3.02,1338.0
2830,3.52,2.97,2235.0
2831,2.39,4.01,1311.0
2832,2.69,3.01,1612.0
2833,1.61,3.02,1508.0
2834,3.5,1.98,2511.0
2835,2.39,1.98,1375.0
2836,2.08,4.0,1366.0
2837,2.5,3.01,2089.0
2838,3.5,3.0,2170.0
2839,2.02,1.99,1703.0
2840,2.89,3.0,1897.0
2841,2.11,2.99,1241.0
2842,2.19,2.99,1428.0
2843,2.39,3.99,1532.0
2844,2.7,2.02,1986.0
2845,2.3,3.01,1469.0
2846,2.4,2.01,1278.0
2847,3.48,3.02,2346.0
2848,2.31,1.98,2130.0
2849,2.7,1.99,1917.0
2850,3.49,3.01,2312.0
2851,3.61,3.0,2953.0
2852,3.5,2.01,2565.0
2853,1.8,3.99,1397.0
2854,2.08,3.01,2372.0
2855,3.39,3.0,2383.0
2856,2.7,4.03,1631.0
2857,2.28,3.0,1305.0
2858,1.99,2.99,2055.0
2859,1.48,2.99,1869.0
2860,2.02,2.98,1621.0
2861,1.71,2.99,1196.0
2862,2.1,2.98,1855.0
2863,3.41,3.0,2372.0
2864,3.51,2.0,2195.0
2865,2.51,3.01,2041.0
2866,1.61,1.99,1652.0
2867,3.0,2.99,1361.0
2868,2.39,3.99,2738.0
2869,3.61,3.0,2598.0
2870,1.5,2.99,2175.0
2871,1.77,3.0,1320.0
2872,2.09,3.0,1764.0
2873,3.11,3.01,3449.0
2874,2.8,1.99,1220.0
2875,2.3,2.99,1575.0
2876,2.3,2.99,2386.0
2877,2.7,2.0,1812.0
2878,2.71,2.99,1357.0
2879,3.39,3.0,2621.0
2880,2.88,3.0,1511.0
2881,3.49,2.99,2287.0
2882,1.5,4.01,1981.0
2883,1.8,2.0,1915.0
2884,3.01,3.99,1447.0
2885,2.7,3.0,1579.0
2886,3.19,2.99,1725.0
2887,2.71,1.99,1775.0
2888,2.69,2.99,1676.0
2889,3.1,3.98,2847.0
2890,3.29,3.0,1733.0
2891,2.71,3.01,1769.0
2892,2.91,3.02,1719.0
2893,2.42,3.0,1834.0
2894,2.4,2.98,3134.0
2895,2.65,2.99,2830.0
2896,2.13,4.02,1957.0
2897,2.32,2.98,1782.0
2898,3.61,2.02,3150.0
2899,3.11,2.0,1637.0
2900,2.6,3.01,1237.0
2901,2.08,2.01,2738.0
2902,3.08,2.99,2833.0
2903,3.49,2.02,2266.0
2904,2.19,2.98,1700.0
2905,2.6,2.99,3202.0
2906,1.7,3.0,1492.0
2907,2.7,2.98,1754.0
2908,2.7,3.01,1433.0
2909,2.42,3.01,1419.0
2910,2.91,4.0,3558.0
2911,2.79,3.01,1704.0
2912,2.41,2.99,1125.0
2913,3.62,2.01,2124.0
2914,2.3,2.0,1585.0
2915,3.3,3.0,3010.0
2916,3.5,2.99,2565.0
2917,2.7,3.98,1694.0
2918,3.2,2.99,2746.0
2919,2.41,3.02,2251.0
2920,2.0,3.01,1406.0
2921,1.8,3.0,2357.0
2922,1.89,1.97,2039.0
2923,3.4,3.01,3139.0
2924,1.6,3.0,1334.0
2925,3.5,2.99,2472.0
2926,2.91,2.0,1582.0
2927,3.2,2.99,3141.0
2928,2.18,1.99,1342.0
2929,2.2,2.99,1565.0
2930,2.6,2.0,1846.0
2931,2.6,2.98,1408.0
2932,1.69,2.99,1810.0
2933,3.7,2.01,1663.0
2934,2.72,2.98,1831.0
2935,2.29,3.99,2335.0
2936,3.12,3.0,3055.0
2937,2.62,1.97,1392.0
2938,2.69,3.01,1622.0
2939,2.89,3.0,1916.0
2940,2.69,1.99,1718.0
2941,3.3,2.0,2174.0
2942,2.7,3.99,1988.0
2943,3.07,3.0,2220.0
2944,2.79,3.0,2029.0
2945,2.1,2.02,1957.0
2946,1.99,3.01,1863.0
2947,1.9,3.0,1308.0
2948,3.51,2.99,2509.0
2949,2.29,2.0,1902.0
2950,2.19,2.0,1628.0
2951,2.9,3.0,1580.0
2952,1.89,2.99,1718.0
2953,2.11,2.0,1857.0
2954,1.49,3.01,1706.0
2955,2.68,2.0,1907.0
2956,2.52,3.0,1783.0
2957,3.52,2.99,2916.0
2958,2.1,2.99,1909.0
2959,3.51,3.0,2144.0
2960,1.73,2.03,2013.0
2961,1.91,3.99,2132.0
2962,3.32,2.98,2998.0
2963,2.02,3.99,1692.0
2964,2.2,3.02,3024.0
2965,2.7,3.97,1821.0
2966,2.0,2.97,1495.0
2967,3.1,3.01,2957.0
2968,2.09,2.02,1259.0
2969,1.91,2.01,1532.0
2970,3.6,2.98,2981.0
2971,3.51,2.99,2273.0
2972,3.51,3.98,2425.0
2973,2.08,2.99,2287.0
2974,3.5,3.02,2383.0
2975,3.49,3.0,2386.0
2976,2.98,2.01,1465.0
2977,3.3,2.02,2232.0
2978,2.39,3.02,1374.0
2979,2.78,1.99,2056.0
2980,2.61,4.02,2126.0
2981,1.92,3.0,1648.0
2982,3.51,2.0,2285.0
2983,2.72,1.99,1557.0
2984,3.11,2.0,3245.0
2985,2.41,2.99,2035.0
2986,3.52,3.0,2202.0
2987,3.48,3.01,2169.0
2988,2.71,3.01,1680.0
2989,2.19,3.0,3446.0
2990,2.1,3.0,1962.0
2991,2.21,3.01,1283.0
2992,2.69,4.0,1790.0
2993,2.7,3.01,1509.0
2994,2.8,2.02,1813.0
2995,3.29,3.97,2195.0
2996,2.71,2.98,1726.0
2997,3.4,3.99,2752.0
2998,3.12,2.99,2193.0
2999,3.61,2.99,2352.0
3000,2.61,2.98,3073.0
3001,1.7,3.0,1297.0
3002,2.28,1.98,1934.0
3003,2.59,3.01,2194.0
3004,2.81,4.01,1688.0
3005,1.69,2.02,1657.0
3006,2.9,2.99,2593.0
3007,3.41,3.01,1862.0
3008,3.3,3.02,3017.0
3009,3.18,3.01,2802.0
3010,2.08,3.01,2401.0
3011,2.61,3.01,1477.0
3012,2.3,4.03,1728.0
3013,2.7,2.0,1718.0
3014,2.69,3.02,1531.0
3015,3.48,2.98,2359.0
3016,2.7,1.98,1783.0
3017,2.51,3.0,1666.0
3018,2.58,3.0,2641.0
3019,3.52,3.0,2298.0
3020,2.71,2.01,1348.0
3021,1.47,3.0,2040.0
3022,2.67,4.02,1731.0
3023,3.31,3.99,2162.0
3024,2.01,2.0,1509.0
3025,2.52,2.98,2111.0
3026,3.21,3.01,3254.0
3027,2.69,3.99,1743.0
3028,1.87,3.0,1648.0
3029,3.52,2.97,2318.0
3030,2.41,3.01,1922.0
3031,2.6,2.99,1158.0
3032,2.8,3.01,2243.0
3033,1.91,3.01,2038.0
3034,3.59,3.0,2438.0
3035,1.81,2.0,1629.0
3036,3.41,4.02,2091.0
3037,2.09,2.0,2480.0
3038,3.49,2.0,2266.0
3039,2.09,3.01,1892.0
3040,2.11,3.0,1799.0
3041,2.4,1.99,1622.0
3042,2.29,2.98,1446.0
3043,1.79,2.99,1823.0
3044,3.5,2.0,2256.0
3045,2.29,2.0,2560.0
3046,2.0,2.0,1831.0
3047,3.1,3.01,2262.0
3048,1.87,3.98,1575.0
3049,3.5,2.03,2347.0
3050,3.5,3.0,2243.0
3051,2.99,2.03,1468.0
3052,2.09,2.0,1947.0
3053,3.71,2.99,2145.0
3054,2.79,2.99,3188.0
3055,2.79,3.01,1331.0
3056,3.2,3.99,2528.0
3057,2.69,2.98,1864.0
3058,2.2,4.0,1600.0
3059,2.3,2.98,1873.0
3060,2.69,3.0,1291.0
3061,2.7,3.01,1715.0
3062,2.18,2.99,2908.0
3063,2.7,2.97,1572.0
3064,2.22,3.0,3282.0
3065,1.7,2.99,1524.0
3066,2.06,4.02,1366.0
3067,2.02,3.01,1556.0
3068,2.51,3.0,2147.0
3069,2.91,3.99,2031.0
3070,2.01,2.98,1953.0
3071,3.2,2.99,3269.0
3072,1.6,1.99,1405.0
3073,3.11,2.99,1750.0
3074,1.92,2.99,1125.0
3075,2.01,2.0,1627.0
3076,3.52,2.0,2309.0
3077,2.52,1.99,1742.0
3078,2.19,3.99,2184.0
3079,2.37,2.99,1225.0
3080,1.89,3.0,1810.0
3081,3.42,3.02,2320.0
3082,3.6,2.01,3009.0
3083,1.99,3.01,1461.0
3084,2.6,2.99,1330.0
3085,2.29,4.01,1279.0
3086,2.69,4.04,1864.0
3087,3.48,3.01,2241.0
3088,2.91,3.02,2874.0
3089,2.59,3.99,3165.0
3090,3.51,4.0,2418.0
3091,2.19,2.0,1442.0
3092,2.09,3.02,1609.0
3093,2.3,2.0,1996.0
3094,1.6,4.0,1541.0
3095,3.5,3.0,2320.0
3096,3.09,3.0,2606.0
3097,2.58,2.99,1183.0
3098,3.61,1.99,2046.0
3099,2.71,3.98,1758.0
3100,2.5,4.0,1294.0
3101,3.61,3.0,2813.0
3102,2.68,3.02,1685.0
3103,3.22,2.99,1704.0
3104,2.11,3.0,1289.0
3105,2.6,2.02,2124.0
3106,2.69,2.98,2754.0
3107,2.82,2.99,1340.0
3108,3.58,2.99,1216.0
3109,3.71,2.99,3002.0
3110,3.2,3.01,1607.0
3111,2.7,1.99,1775.0
3112,3.49,2.99,2327.0
3113,2.18,2.99,3321.0
3114,2.71,1.99,2052.0
3115,3.12,2.01,2713.0
3116,2.98,2.01,1410.0
3117,2.2,2.01,2099.0
3118,2.34,3.02,1736.0
3119,1.69,4.0,1431.0
3120,2.48,3.01,1615.0
3121,2.71,3.01,2740.0
3122,3.4,3.02,3093.0
3123,3.51,2.0,2458.0
3124,1.81,3.01,1333.0
3125,1.99,2.0,1355.0
3126,1.79,1.99,1788.0
3127,2.71,2.0,1856.0
3128,3.42,3.02,2534.0
3129,3.37,3.0,2275.0
3130,2.0,2.99,1392.0
3131,3.52,3.0,2328.0
3132,3.29,3.01,2854.0
3133,2.7,1.99,2196.0
3134,3.38,3.01,2241.0
3135,1.6,3.0,2136.0
3136,2.39,3.0,1542.0
3137,1.99,2.99,1897.0
3138,2.31,2.99,2615.0
3139,3.59,2.0,2031.0
3140,2.11,3.02,1306.0
3141,1.79,3.0,1319.0
3142,3.49,1.99,2155.0
3143,2.72,3.0,1773.0
3144,2.19,2.0,1778.0
3145,2.1,1.99,2369.0
3146,2.31,3.0,3005.0
3147,2.21,2.99,1220.0
3148,1.79,3.01,1730.0
3149,2.68,3.0,1601.0
3150,2.43,3.01,2619.0
3151,1.91,3.0,1417.0
3152,2.02,3.01,2113.0
3153,3.49,3.0,2322.0
3154,3.38,3.0,2541.0
3155,2.49,3.01,1537.0
3156,2.7,2.01,1816.0
3157,2.52,2.01,1798.0
3158,3.13,3.0,2433.0
3159,2.59,2.99,1083.0
3160,2.41,4.02,1529.0
3161,2.69,2.0,1655.0
3162,2.61,2.98,1414.0
3163,2.39,2.98,2677.0
3164,2.38,3.98,1943.0
3165,3.41,3.02,1796.0
3166,2.7,2.97,1499.0
3167,2.09,3.01,2134.0
3168,2.9,3.0,1850.0
3169,2.7,1.99,1697.0
3170,2.41,3.0,1814.0
3171,2.18,3.99,1810.0
3172,3.0,3.01,1250.0
3173,2.4,3.01,1834.0
3174,2.41,2.99,1667.0
3175,1.91,1.99,1675.0
3176,2.59,2.95,2109.0
3177,3.49,4.01,2870.0
3178,1.99,1.99,2662.0
3179,2.7,2.0,1853.0
3180,3.38,4.01,3278.0
3181,3.19,2.0,2442.0
3182,2.09,1.99,2498.0
3183,1.61,2.0,1772.0
3184,2.41,2.99,1324.0
3185,2.7,1.99,1501.0
3186,1.59,2.99,1812.0
3187,2.98,3.02,3374.0
3188,2.0,2.01,1946.0
3189,2.91,2.97,2190.0
3190,2.48,2.01,2026.0
3191,2.42,2.02,1762.0
3192,3.52,3.0,2362.0
3193,3.48,3.01,2479.0
3194,3.51,2.0,2584.0
3195,3.11,4.01,2120.0
3196,2.69,3.01,1778.0
3197,2.09,4.02,1222.0
3198,3.48,4.0,2341.0
3199,1.49,3.01,2099.0
3200,2.29,2.99,1502.0
3201,2.09,3.99,1952.0
3202,2.02,2.99,1930.0
