proband_id,Calories,Daily meals frequency,Water_Intake (liters)
4371,1700.0,3.0,2.71
4372,1782.0,1.98,2.99
4373,3326.0,3.01,2.91
4374,2473.0,2.99,3.49
4375,1261.0,1.97,2.11
4376,3353.0,3.0,2.87
4377,2319.0,1.99,3.09
4378,2197.0,2.99,3.5
4379,1502.0,2.99,2.4
4380,2274.0,2.0,2.11
4381,2011.0,1.99,1.99
4382,1704.0,3.01,1.79
4383,2245.0,1.99,2.6
4384,3037.0,3.0,3.39
4385,2638.0,2.01,3.2
4386,2211.0,3.0,3.5
4387,1772.0,1.99,2.68
4388,2357.0,2.99,3.5
4389,1519.0,3.02,2.08
4390,1833.0,2.02,2.71
4391,1257.0,2.98,2.98
4392,1822.0,2.98,2.31
4393,3325.0,2.0,2.71
4394,2461.0,3.01,2.37
4395,2004.0,3.01,1.6
4396,1313.0,3.0,1.52
4397,2354.0,3.0,3.49
4398,1622.0,3.02,2.19
4399,2832.0,3.02,2.78
4400,2178.0,2.99,2.39
4401,2373.0,2.01,3.47
4402,2013.0,2.98,3.4
4403,1838.0,2.99,2.91
4404,1126.0,3.0,2.41
4405,2029.0,1.99,2.61
4406,3345.0,2.98,2.2
4407,1662.0,3.02,2.71
4408,2290.0,3.01,1.99
4409,1948.0,2.99,2.5
4410,1663.0,2.99,2.2
4411,1765.0,2.99,1.89
4412,1196.0,4.01,2.5
4413,1176.0,3.0,1.9
4414,1590.0,2.01,3.61
4415,1233.0,1.99,1.61
4416,1453.0,2.99,3.3
4417,1896.0,2.99,1.79
4418,1670.0,1.97,1.91
4419,1373.0,3.0,1.81
4420,2053.0,2.0,3.5
4421,1271.0,3.0,2.39
4422,1984.0,2.01,2.39
4423,1559.0,2.0,2.23
4424,1293.0,1.99,1.99
4425,1788.0,2.99,2.7
4426,2572.0,3.03,3.71
4427,1578.0,2.0,1.69
4428,1581.0,2.0,1.81
4429,1888.0,2.01,3.01
4430,2077.0,3.02,3.09
4431,2841.0,2.98,3.13
4432,1994.0,3.01,3.22
4433,2614.0,3.01,3.49
4434,3380.0,3.01,2.9
4435,1662.0,3.02,2.7
4436,2790.0,4.01,2.4
4437,1596.0,2.99,2.3
4438,2066.0,2.02,2.5
4439,1947.0,3.0,3.2
4440,1787.0,3.99,2.71
4441,1538.0,4.0,2.71
4442,2645.0,4.01,2.51
4443,1600.0,3.0,2.21
4444,1439.0,3.0,3.12
4445,2795.0,3.02,2.91
4446,1359.0,3.01,3.43
4447,2352.0,4.0,3.51
4448,1844.0,2.99,3.2
4449,1613.0,3.01,2.62
4450,2022.0,2.99,3.5
4451,1557.0,4.01,3.29
4452,2567.0,4.01,3.1
4453,2309.0,3.0,2.7
4454,1588.0,3.01,2.39
4455,1981.0,4.0,1.72
4456,2872.0,3.01,2.69
4457,2608.0,2.96,2.0
4458,1691.0,2.01,2.72
4459,2845.0,3.0,3.6
4460,1006.0,2.0,1.57
4461,2123.0,3.02,2.29
4462,3218.0,3.01,3.29
4463,1581.0,3.0,2.99
4464,1543.0,3.0,2.69
4465,3336.0,3.01,3.32
4466,1934.0,2.98,2.31
4467,1942.0,3.0,3.51
4468,2287.0,3.01,2.59
4469,1997.0,3.0,2.29
4470,1545.0,2.99,2.22
4471,1509.0,4.02,1.58
4472,1575.0,2.97,2.69
4473,3087.0,2.0,3.38
4474,3305.0,3.0,3.29
4475,1915.0,1.99,1.67
4476,2338.0,2.99,3.49
4477,2377.0,3.0,3.47
4478,1527.0,3.0,3.39
4479,3024.0,3.99,3.5
4480,2393.0,2.99,3.39
4481,2165.0,2.0,3.52
4482,1760.0,2.01,2.71
4483,1888.0,2.99,2.71
4484,3196.0,4.01,2.59
4485,2028.0,3.02,3.6
4486,3152.0,3.02,3.3
4487,2910.0,1.99,2.49
4488,1453.0,2.01,2.68
4489,1943.0,2.97,2.4
4490,2320.0,3.01,2.2
4491,1632.0,1.98,3.01
4492,1321.0,1.99,2.72
4493,2183.0,2.01,2.17
4494,1630.0,3.0,2.58
4495,1166.0,3.0,1.9
4496,2105.0,2.01,2.31
4497,1690.0,2.99,2.2
4498,2866.0,3.0,2.91
4499,2402.0,2.99,3.51
4500,2293.0,3.02,2.62
4501,2631.0,4.01,2.41
4502,1748.0,3.98,1.89
4503,1934.0,2.01,3.39
4504,1580.0,3.01,3.71
4505,1943.0,2.98,2.4
4506,3406.0,4.0,3.1
4507,1821.0,2.99,3.2
4508,2007.0,2.98,2.91
4509,2546.0,3.0,3.61
4510,2260.0,2.0,3.5
4511,1467.0,2.01,3.31
4512,2455.0,2.01,2.91
4513,2314.0,3.97,3.51
4514,2521.0,3.02,3.41
4515,1459.0,3.02,2.37
4516,2582.0,4.0,3.49
4517,1206.0,2.0,1.6
4518,2434.0,2.98,3.61
4519,1999.0,3.97,2.6
4520,1700.0,2.99,1.9
4521,1816.0,2.99,2.8
4522,2896.0,3.01,2.8
4523,2813.0,2.99,2.7
4524,2015.0,3.01,2.69
4525,1887.0,2.01,1.91
4526,2653.0,3.01,2.92
4527,2466.0,2.98,3.51
4528,2846.0,2.99,3.31
4529,3089.0,3.0,2.69
4530,1177.0,2.98,1.79
4531,3297.0,1.99,2.89
4532,2818.0,4.01,3.52
4533,2027.0,2.99,2.41
4534,1435.0,3.99,2.42
4535,1150.0,3.01,3.31
4536,2578.0,2.98,3.2
4537,3117.0,2.01,3.01
4538,1753.0,2.0,2.72
4539,1966.0,1.98,2.7
4540,1717.0,3.01,2.7
4541,1148.0,1.99,2.09
4542,1842.0,3.0,3.3
4543,1469.0,3.0,1.59
4544,1336.0,2.99,2.41
4545,1894.0,3.01,1.77
4546,1534.0,1.99,1.8
4547,1438.0,2.98,2.61
4548,2082.0,3.98,2.3
4549,2404.0,1.99,3.5
4550,2844.0,2.98,3.1
4551,2659.0,3.01,2.81
4552,1551.0,3.0,1.62
4553,2012.0,2.99,2.2
4554,1725.0,3.01,2.5
4555,1277.0,3.0,2.39
4556,1375.0,1.99,2.0
4557,2154.0,3.99,3.49
4558,2761.0,3.98,2.89
4559,3072.0,2.99,2.88
4560,1756.0,2.01,3.69
4561,2141.0,3.0,1.8
4562,1759.0,4.0,2.71
4563,2270.0,2.99,2.22
4564,2570.0,2.01,3.49
4565,1490.0,2.99,3.63
4566,1752.0,2.0,1.69
4567,3030.0,2.99,2.7
4568,1914.0,3.02,3.4
4569,2906.0,3.0,3.31
4570,1707.0,3.01,1.8
4571,2251.0,3.02,3.51
4572,1837.0,2.98,1.61
4573,2466.0,2.98,3.49
4574,1586.0,2.0,2.59
4575,1575.0,3.0,1.8
4576,1774.0,3.99,1.88
4577,2387.0,3.0,3.52
4578,1549.0,1.99,3.0
4579,2125.0,1.97,3.5
4580,1671.0,2.0,2.79
4581,1981.0,3.01,1.99
4582,1961.0,4.03,2.11
4583,1593.0,3.0,1.89
4584,1703.0,2.02,1.58
4585,1635.0,3.01,2.11
4586,1780.0,3.0,2.42
4587,1230.0,2.99,2.5
4588,2802.0,4.0,3.1
4589,1351.0,2.98,2.51
4590,1796.0,2.01,3.12
4591,2038.0,1.99,2.11
4592,2974.0,1.99,2.51
4593,1921.0,2.99,2.72
4594,1733.0,4.0,2.2
4595,1393.0,1.99,1.92
4596,1888.0,3.98,1.92
4597,1213.0,2.02,1.99
4598,1849.0,2.0,2.91
4599,1643.0,2.99,1.79
4600,1158.0,3.01,2.18
4601,2049.0,1.98,1.99
4602,1497.0,3.99,3.31
4603,2340.0,2.01,3.48
4604,1985.0,3.99,1.69
4605,1326.0,3.0,1.71
4606,1958.0,3.01,2.83
4607,2842.0,4.01,2.3
4608,2824.0,3.0,2.68
4609,1789.0,2.99,3.41
4610,1458.0,3.02,2.22
4611,3363.0,3.0,3.01
4612,2048.0,2.0,1.51
4613,1510.0,3.0,2.6
4614,2167.0,3.01,3.49
4615,1868.0,4.01,2.61
4616,2609.0,3.0,3.11
4617,1907.0,2.99,2.73
4618,1787.0,3.98,2.21
4619,1413.0,3.01,1.68
4620,2553.0,3.01,2.8
4621,1374.0,3.0,2.09
4622,1985.0,4.02,2.1
4623,2498.0,1.99,3.51
4624,3007.0,3.02,2.71
4625,1838.0,3.01,2.22
4626,2402.0,3.02,2.51
4627,1234.0,3.0,1.99
4628,3319.0,3.0,3.6
4629,1638.0,2.02,2.68
4630,1564.0,1.97,2.41
4631,1304.0,3.0,2.72
4632,1963.0,3.02,1.8
4633,2674.0,2.98,3.7
4634,1722.0,2.99,3.4
4635,1619.0,3.0,2.0
4636,1989.0,2.97,2.81
4637,1665.0,2.97,2.11
4638,2450.0,2.03,3.31
4639,1415.0,3.0,1.9
4640,1588.0,3.04,2.7
4641,2354.0,2.01,2.3
4642,1697.0,2.01,2.69
4643,2201.0,2.01,2.21
4644,3455.0,1.99,2.3
4645,1741.0,3.0,1.83
4646,2080.0,3.0,2.48
4647,2225.0,2.99,3.49
4648,1729.0,2.0,2.2
4649,1576.0,2.99,2.71
4650,2160.0,3.0,2.5
4651,2638.0,3.0,3.1
4652,3002.0,3.0,2.9
4653,1390.0,2.99,2.32
4654,2734.0,3.0,3.42
4655,2692.0,3.0,2.2
4656,2865.0,3.0,3.49
4657,1173.0,3.02,2.29
4658,1856.0,2.01,1.47
4659,1850.0,1.99,2.32
4660,2662.0,3.99,2.8
4661,1663.0,3.01,2.67
4662,2679.0,4.0,3.5
4663,1877.0,3.0,2.49
4664,2601.0,1.99,2.08
4665,1682.0,1.99,2.3
4666,1355.0,2.98,2.58
4667,1595.0,4.0,2.18
4668,1802.0,2.98,1.8
4669,1461.0,4.01,2.59
4670,1898.0,3.0,1.48
4671,1503.0,2.98,2.51
4672,2424.0,3.01,3.42
4673,1319.0,3.0,1.81
4674,2326.0,3.01,3.51
4675,2506.0,2.99,3.5
4676,1840.0,3.0,2.29
4677,1407.0,3.0,2.2
4678,1762.0,2.99,2.8
4679,1684.0,2.99,2.3
4680,1872.0,2.0,2.09
4681,2308.0,4.02,3.49
4682,2501.0,3.0,2.21
4683,2468.0,2.99,3.11
4684,2104.0,2.01,2.6
4685,1938.0,3.0,1.99
4686,1783.0,2.98,2.5
4687,2294.0,3.01,3.5
4688,1445.0,3.0,2.71
4689,2343.0,3.01,2.3
4690,2217.0,1.99,3.31
4691,3407.0,1.99,3.1
4692,1543.0,3.0,2.49
4693,2244.0,3.99,3.5
4694,3042.0,3.0,3.09
4695,1634.0,2.99,1.7
4696,2554.0,2.99,3.52
4697,1633.0,3.01,2.72
4698,1207.0,3.01,2.18
4699,1801.0,3.99,2.11
4700,1825.0,3.0,3.1
4701,1668.0,3.02,2.7
4702,1337.0,4.0,2.1
4703,1727.0,3.02,1.78
4704,1693.0,2.0,3.61
4705,2715.0,3.01,2.9
4706,2078.0,1.98,2.61
4707,1401.0,1.99,1.7
4708,2370.0,2.0,3.71
4709,1747.0,2.99,1.91
4710,1835.0,2.99,2.59
4711,1757.0,2.01,1.71
4712,2582.0,3.0,2.81
4713,2440.0,2.0,3.51
4714,2691.0,4.0,2.2
4715,1331.0,3.0,2.22
4716,2056.0,2.01,2.8
4717,1912.0,2.0,2.09
4718,1543.0,2.0,2.81
4719,1839.0,2.0,1.6
4720,2056.0,3.02,1.9
4721,2072.0,3.0,2.79
4722,1997.0,3.0,3.6
4723,1828.0,2.98,2.5
4724,1845.0,2.99,3.49
4725,2488.0,1.99,3.51
4726,2327.0,1.99,2.71
4727,1868.0,1.99,1.79
4728,1816.0,3.0,3.22
4729,1786.0,2.99,1.51
4730,1296.0,2.01,3.5
4731,1266.0,2.98,2.9
4732,2543.0,2.01,2.9
4733,1611.0,3.02,1.91
4734,2437.0,3.01,3.51
4735,1588.0,2.0,1.7
4736,3046.0,1.99,3.61
4737,1135.0,3.01,1.98
4738,2554.0,2.99,3.5
4739,2139.0,3.0,3.51
4740,3357.0,3.03,3.29
4741,2604.0,2.0,3.51
4742,2217.0,2.01,2.3
4743,2982.0,3.01,3.61
4744,2068.0,2.01,2.29
4745,2321.0,2.0,3.49
4746,2843.0,4.02,2.51
4747,1632.0,4.0,2.72
4748,1719.0,3.01,1.81
4749,3328.0,4.0,3.38
4750,1575.0,3.0,2.5
4751,2481.0,3.01,3.51
4752,2420.0,2.97,3.62
4753,2616.0,3.02,3.4
4754,2504.0,2.01,3.51
4755,3022.0,1.99,3.31
4756,1747.0,3.98,2.67
4757,3194.0,2.01,3.1
4758,2026.0,2.0,2.3
4759,1775.0,3.03,2.08
4760,1509.0,2.0,1.79
4761,1541.0,3.01,2.71
4762,1866.0,2.99,1.89
4763,2106.0,2.99,2.1
4764,1502.0,3.02,3.59
4765,2827.0,1.98,2.89
4766,1469.0,2.99,2.4
4767,1891.0,2.99,3.4
4768,3198.0,3.02,3.41
4769,1782.0,2.01,2.21
4770,1803.0,4.0,2.6
4771,2416.0,3.01,2.81
4772,1949.0,3.99,1.48
4773,2111.0,2.98,2.12
4774,3397.0,3.0,2.9
4775,3183.0,3.01,2.2
4776,1430.0,3.0,2.6
4777,2932.0,3.01,3.71
4778,1492.0,2.0,1.8
4779,2548.0,2.01,2.89
4780,1715.0,2.98,2.68
4781,2140.0,3.01,3.52
4782,2283.0,3.02,3.51
4783,1535.0,4.0,1.83
4784,2097.0,4.01,3.49
4785,2316.0,3.02,3.49
4786,2338.0,2.0,3.5
4787,1862.0,3.01,2.41
4788,1346.0,2.0,3.2
4789,2586.0,3.01,3.51
4790,1507.0,3.0,2.7
4791,1632.0,2.99,2.68
4792,3347.0,3.99,2.61
4793,1807.0,2.97,2.31
4794,1355.0,2.01,1.71
4795,2559.0,1.98,2.31
4796,2375.0,3.0,3.4
4797,3076.0,2.99,2.9
4798,1097.0,2.98,1.91
4799,1592.0,2.02,1.48
4800,1882.0,4.0,1.72
4801,1715.0,3.0,2.7
4802,2688.0,4.01,2.52
4803,1814.0,2.99,2.82
4804,1429.0,2.02,2.71
4805,3071.0,4.01,2.7
4806,1576.0,2.98,1.81
4807,2359.0,2.98,3.5
4808,2951.0,3.02,3.1
4809,1628.0,3.0,2.2
4810,2321.0,2.99,2.3
4811,1743.0,3.98,2.11
4812,1129.0,2.01,1.99
4813,2105.0,2.98,2.8
4814,1868.0,3.02,2.71
4815,2451.0,4.0,3.49
4816,2708.0,3.01,2.91
4817,2419.0,3.01,2.4
4818,2440.0,3.03,3.51
4819,2339.0,4.01,3.21
4820,2292.0,3.0,3.4
4821,1775.0,2.01,2.4
4822,1754.0,2.99,2.32
4823,1425.0,3.01,2.0
4824,1679.0,4.01,2.28
4825,2754.0,3.01,2.78
4826,2814.0,3.0,2.79
4827,1356.0,2.0,2.4
4828,3331.0,3.95,3.49
4829,1532.0,4.01,2.41
4830,2285.0,3.01,3.39
4831,1847.0,2.99,2.7
4832,2199.0,3.0,3.4
4833,2228.0,2.98,2.09
4834,1386.0,2.01,1.71
4835,2087.0,3.0,2.1
4836,2247.0,3.0,1.99
4837,1686.0,2.96,1.52
4838,1868.0,3.01,2.59
4839,1819.0,1.99,2.81
4840,2485.0,2.02,3.68
4841,1524.0,3.01,2.5
4842,2289.0,3.0,3.52
4843,2784.0,2.0,2.21
4844,1567.0,2.01,1.79
4845,2318.0,2.03,3.5
4846,1923.0,3.0,2.18
4847,1615.0,3.0,2.81
4848,2071.0,3.99,1.91
4849,1748.0,3.0,2.41
4850,1789.0,1.99,3.0
4851,1135.0,3.02,1.81
4852,2329.0,3.01,3.49
4853,1863.0,2.0,2.7
4854,1758.0,3.0,2.68
4855,1892.0,1.99,2.68
4856,2050.0,1.99,2.62
4857,1639.0,3.02,2.71
4858,2039.0,1.99,3.3
4859,3260.0,2.98,2.1
4860,1804.0,1.98,1.89
4861,1827.0,2.98,2.72
4862,1849.0,2.98,2.81
4863,1955.0,3.0,3.38
4864,2465.0,3.96,3.5
4865,2565.0,3.01,3.49
4866,1197.0,3.99,2.1
4867,2632.0,2.98,2.19
4868,1769.0,4.0,2.2
4869,1318.0,2.0,2.62
4870,3200.0,2.99,3.19
4871,2190.0,4.0,3.5
4872,1687.0,3.0,1.81
4873,1540.0,3.0,3.18
4874,1628.0,3.0,2.69
4875,1862.0,2.99,1.57
4876,2279.0,1.99,2.59
4877,3221.0,2.99,2.8
4878,1600.0,3.0,2.69
4879,2014.0,4.02,2.7
4880,2215.0,3.02,2.01
4881,1577.0,3.0,2.41
4882,2643.0,1.99,2.7
4883,1372.0,2.99,2.41
4884,2300.0,3.01,3.41
4885,1944.0,3.01,3.39
4886,1179.0,2.98,2.69
4887,3126.0,3.0,3.39
4888,1978.0,3.99,1.81
4889,1631.0,4.0,3.02
4890,1181.0,3.0,1.72
4891,1294.0,2.99,2.6
4892,2648.0,4.0,3.51
4893,1595.0,3.01,2.71
4894,1620.0,3.01,2.49
4895,1728.0,2.01,2.13
4896,1270.0,4.01,2.22
4897,1934.0,2.0,2.7
4898,2601.0,1.99,3.49
4899,1252.0,3.01,2.5
4900,1561.0,2.0,2.7
4901,2368.0,3.0,3.48
4902,1777.0,2.0,2.74
4903,1330.0,2.0,2.39
4904,1896.0,1.99,2.69
4905,1958.0,3.0,1.79
4906,2107.0,3.0,2.3
4907,3087.0,3.0,2.7
4908,1671.0,2.98,3.41
4909,1167.0,2.99,1.99
4910,1750.0,3.02,2.11
4911,1852.0,2.99,3.5
4912,1299.0,4.02,2.11
4913,1479.0,2.01,2.31
4914,2285.0,1.99,2.11
4915,1342.0,4.01,2.12
4916,1350.0,3.0,2.01
4917,1597.0,3.0,2.71
4918,3177.0,1.99,3.39
4919,1730.0,1.99,2.62
4920,2561.0,1.98,2.91
4921,2016.0,2.99,3.71
4922,2051.0,3.0,2.61
4923,1696.0,2.02,3.0
4924,1979.0,3.03,2.19
4925,2495.0,2.99,3.48
4926,1902.0,3.01,1.48
4927,1591.0,2.01,1.8
4928,1757.0,3.99,2.2
4929,2311.0,3.01,3.19
4930,3186.0,3.03,3.19
4931,1319.0,2.99,1.78
4932,1220.0,2.0,1.61
4933,1500.0,2.01,1.99
4934,1588.0,2.99,2.59
4935,1346.0,3.99,1.51
4936,1721.0,3.0,2.48
4937,3388.0,2.97,2.61
4938,2572.0,4.0,3.18
4939,3088.0,3.01,2.68
4940,2022.0,2.99,2.4
4941,1940.0,3.02,3.7
4942,2019.0,3.0,2.71
4943,1966.0,2.0,1.99
4944,2769.0,1.99,2.19
4945,2521.0,2.0,2.12
4946,1234.0,2.99,2.3
4947,2515.0,3.0,2.89
4948,2099.0,3.01,1.98
4949,1828.0,2.03,2.29
4950,3102.0,2.99,2.6
4951,2222.0,1.99,2.09
4952,3072.0,2.02,3.0
4953,1361.0,3.0,2.3
4954,1948.0,2.99,2.9
4955,2026.0,2.01,1.79
4956,1830.0,2.99,2.93
4957,1828.0,4.02,2.21
4958,2905.0,2.0,2.21
4959,1585.0,3.01,2.71
4960,2656.0,3.0,3.6
4961,1653.0,2.99,2.1
4962,2089.0,4.02,2.3
4963,3302.0,4.01,3.41
4964,1812.0,2.0,2.7
4965,2559.0,2.98,3.5
4966,2322.0,3.0,3.5
4967,1676.0,2.99,2.51
4968,1444.0,3.02,3.38
4969,1388.0,3.0,2.4
4970,1518.0,3.99,1.51
4971,1849.0,2.0,2.49
4972,3071.0,2.0,2.29
4973,1315.0,2.98,2.4
4974,2040.0,1.99,2.7
4975,2731.0,3.98,2.4
4976,2132.0,3.01,2.33
4977,2510.0,4.0,3.51
4978,1943.0,3.99,2.38
4979,1305.0,2.01,2.39
4980,2133.0,2.99,2.51
4981,2017.0,2.01,1.5
4982,1358.0,2.03,1.99
4983,3373.0,2.99,2.9
4984,3137.0,1.99,2.49
4985,1787.0,2.02,2.01
4986,2373.0,2.99,3.5
4987,2071.0,4.01,1.48
4988,2629.0,2.98,3.5
4989,1939.0,3.01,3.69
4990,2341.0,2.01,2.5
4991,1161.0,2.01,2.0
4992,1745.0,3.99,2.4
4993,3235.0,3.0,3.61
4994,2146.0,3.01,3.5
4995,1745.0,2.99,2.71
4996,3227.0,2.96,3.31
4997,2028.0,3.0,2.0
4998,1962.0,3.01,2.01
4999,1632.0,3.01,2.7
5000,1186.0,4.0,2.1
5001,2251.0,3.0,3.49
5002,1815.0,2.99,1.91
5003,1826.0,4.01,2.71
5004,1704.0,3.03,2.0
5005,1355.0,3.01,1.7
5006,1423.0,4.02,3.01
5007,2090.0,2.02,2.61
5008,2267.0,3.01,3.5
5009,1370.0,2.0,2.81
5010,1948.0,4.03,2.5
5011,991.0,4.0,2.19
5012,3250.0,4.01,2.59
5013,2234.0,3.0,1.79
5014,1742.0,3.01,1.89
5015,1675.0,3.99,2.11
5016,3536.0,4.02,3.41
5017,2282.0,3.02,3.5
5018,1383.0,3.0,2.6
5019,1912.0,3.0,3.19
5020,1522.0,2.02,2.7
5021,1086.0,3.01,2.59
5022,2719.0,4.02,3.5
5023,1210.0,2.98,2.6
5024,1665.0,2.01,3.09
5025,1707.0,2.01,2.2
5026,1642.0,4.03,2.74
5027,2276.0,3.0,3.51
5028,3343.0,3.0,3.2
5029,3426.0,3.0,3.3
5030,2043.0,3.0,1.8
5031,2480.0,2.98,2.61
5032,1195.0,2.99,1.89
5033,1937.0,3.99,2.71
5034,1503.0,3.99,2.4
5035,3099.0,2.01,2.19
5036,1743.0,2.99,3.0
5037,2179.0,3.02,3.51
5038,1445.0,3.03,1.98
5039,1839.0,2.99,2.41
5040,1483.0,3.02,2.29
5041,2610.0,2.99,2.4
5042,3293.0,3.0,3.39
5043,1374.0,4.01,2.41
5044,2281.0,2.99,3.11
5045,1416.0,3.01,2.19
5046,1977.0,2.99,3.31
5047,1418.0,2.99,2.4
5048,2141.0,3.01,3.7
5049,1156.0,3.0,2.19
5050,1351.0,1.99,2.6
5051,2235.0,3.01,3.61
5052,2504.0,2.01,3.21
5053,1899.0,3.01,2.81
5054,2579.0,1.97,3.5
5055,2868.0,1.99,2.2
5056,1907.0,2.0,1.68
5057,1817.0,3.01,2.71
5058,2167.0,2.02,2.6
5059,2300.0,2.99,3.6
5060,2378.0,3.0,3.49
5061,1281.0,2.99,3.02
5062,1336.0,1.99,3.21
5063,1342.0,3.0,2.29
5064,2403.0,4.0,2.78
5065,1984.0,3.0,2.3
5066,2037.0,4.0,1.9
5067,3149.0,3.0,3.58
5068,1785.0,3.99,1.89
5069,1787.0,3.0,2.11
5070,3459.0,3.01,2.89
5071,2290.0,2.02,3.49
5072,1912.0,3.0,2.78
5073,1795.0,1.97,2.5
5074,1897.0,3.01,2.11
5075,2426.0,2.0,3.5
5076,2038.0,3.01,2.42
5077,1324.0,2.98,3.61
5078,2454.0,2.01,2.1
5079,2366.0,2.98,3.6
5080,1953.0,4.01,2.09
5081,1667.0,1.96,1.89
5082,2542.0,3.0,3.5
5083,3194.0,3.0,2.39
5084,2319.0,4.0,3.5
5085,2111.0,3.99,1.89
5086,2055.0,1.98,1.69
5087,1782.0,2.99,2.3
5088,1816.0,4.0,2.31
5089,1747.0,1.98,2.69
5090,1087.0,3.01,1.59
5091,1700.0,3.0,3.21
5092,1604.0,3.01,2.39
5093,3123.0,3.0,2.41
5094,2528.0,2.99,3.7
5095,1680.0,2.98,2.89
5096,3009.0,3.0,2.49
5097,1727.0,2.01,1.7
5098,1750.0,3.02,2.71
5099,1814.0,3.99,1.7
5100,2957.0,2.01,3.29
5101,2055.0,2.0,2.09
5102,1881.0,2.99,2.52
5103,1667.0,3.0,1.7
5104,2869.0,4.02,3.4
5105,2115.0,2.98,2.0
5106,2032.0,3.01,2.7
5107,3127.0,2.98,3.31
5108,1663.0,2.01,2.09
5109,2412.0,2.01,3.51
5110,2364.0,2.98,3.51
5111,1708.0,3.0,2.5
5112,2229.0,3.02,3.7
5113,1755.0,3.02,2.71
5114,1949.0,4.02,2.19
5115,1325.0,3.0,2.02
5116,1663.0,3.98,2.5
5117,2024.0,3.0,1.6
5118,2486.0,4.01,3.48
5119,1645.0,3.0,1.8
5120,1270.0,2.99,3.61
5121,2770.0,2.99,2.9
5122,2264.0,3.02,2.61
5123,3139.0,2.99,3.6
5124,3369.0,3.01,2.81
5125,2643.0,3.0,3.0
5126,1905.0,2.01,2.69
5127,2315.0,2.99,3.4
5128,2271.0,3.0,3.51
5129,1245.0,3.0,1.92
5130,1665.0,2.0,2.71
5131,2330.0,4.01,3.48
5132,1467.0,1.98,1.78
5133,2575.0,3.01,3.41
5134,1398.0,2.99,1.9
5135,1258.0,1.98,2.7
5136,1522.0,3.02,2.71
5137,1180.0,2.0,3.01
5138,3008.0,4.0,3.51
5139,2365.0,2.99,3.49
5140,2613.0,2.01,2.0
5141,1957.0,2.0,2.0
5142,3247.0,4.0,2.68
5143,1668.0,4.0,2.61
5144,1390.0,3.0,1.97
5145,2376.0,2.0,3.47
5146,1286.0,2.0,2.62
5147,2242.0,2.98,2.77
5148,2195.0,3.01,3.5
5149,1722.0,3.01,2.7
5150,1323.0,3.99,2.3
5151,1850.0,4.0,3.3
5152,2666.0,1.99,2.27
5153,1541.0,3.0,2.5
5154,1788.0,3.99,1.5
5155,2794.0,3.0,3.6
5156,2429.0,3.01,3.4
5157,1469.0,2.98,2.89
5158,1873.0,3.01,1.49
5159,1690.0,3.01,2.68
5160,1782.0,3.0,2.51
5161,1763.0,3.0,2.87
5162,2382.0,3.01,3.49
5163,2807.0,4.01,2.91
5164,1487.0,2.98,1.8
5165,1343.0,1.99,1.82
5166,1201.0,3.0,1.9
5167,1783.0,3.0,2.01
5168,1652.0,2.98,2.7
5169,2262.0,3.01,3.5
5170,1550.0,2.0,2.91
5171,1823.0,2.0,2.7
5172,2477.0,3.01,2.79
5173,1051.0,2.0,2.12
5174,2480.0,2.01,3.5
5175,2443.0,2.01,3.5
5176,1706.0,3.0,2.71
5177,2193.0,3.01,3.5
5178,1808.0,2.0,2.11
5179,2161.0,1.99,2.11
5180,1757.0,2.01,2.71
5181,1818.0,1.99,1.8
5182,1256.0,1.98,1.59
5183,2243.0,1.99,3.48
5184,3141.0,3.0,2.6
5185,3518.0,3.0,2.59
5186,1116.0,3.99,2.18
5187,2406.0,3.0,3.49
5188,2277.0,3.04,2.6
5189,1954.0,2.0,2.5
5190,1620.0,2.0,2.72
5191,1864.0,3.98,2.06
5192,1976.0,4.0,1.49
5193,2759.0,1.97,3.49
5194,1940.0,2.02,2.5
5195,2171.0,3.98,2.59
5196,1857.0,2.02,2.7
5197,1964.0,1.99,2.51
5198,1702.0,4.0,2.72
5199,2034.0,2.99,1.8
5200,1705.0,4.01,2.21
5201,1113.0,2.02,1.7
5202,3110.0,3.01,3.6
5203,1502.0,2.98,3.02
5204,1885.0,3.01,2.29
5205,1920.0,2.0,2.2
5206,1892.0,4.0,1.99
5207,2308.0,2.99,3.51
5208,1961.0,3.0,3.7
5209,2170.0,2.97,2.31
5210,2233.0,4.02,3.5
5211,1654.0,3.98,1.81
5212,1207.0,3.01,2.49
5213,2928.0,3.03,3.41
5214,2070.0,3.0,3.71
5215,1807.0,3.01,1.51
5216,2453.0,3.01,3.48
5217,1831.0,2.02,2.29
5218,1980.0,2.0,3.3
5219,1815.0,1.99,2.09
5220,2567.0,2.01,3.53
5221,781.0,2.0,2.09
5222,1875.0,3.02,2.33
5223,1784.0,2.01,2.2
5224,2003.0,3.99,2.29
5225,1963.0,1.99,1.49
5226,2930.0,3.0,2.7
5227,1421.0,2.01,1.67
5228,1517.0,2.0,1.79
5229,1767.0,2.02,2.28
5230,1719.0,2.0,1.71
5231,1264.0,2.98,3.58
5232,2558.0,2.98,3.39
5233,1871.0,1.99,2.72
5234,1811.0,3.02,2.45
5235,1756.0,4.01,2.7
5236,2263.0,3.99,3.03
5237,1305.0,3.99,2.4
5238,1680.0,1.98,2.69
5239,1479.0,1.98,2.18
5240,1828.0,1.99,2.68
5241,1840.0,3.97,2.72
5242,2197.0,2.99,3.49
5243,1389.0,2.99,2.51
