proband_id,Workout_Type,Calories_Burned,Session_Duration (hours)
4190,Strength,485.1,0.49
4191,HIIT,859.1,0.71
4192,Strength,1297.08,1.2
4193,Yoga,513.86,0.78
4194,Strength,1177.03,1.19
4195,HIIT,1185.8,0.98
4196,Yoga,1065.6,1.48
4197,Yoga,782.84,1.09
4198,Yoga,863.28,1.2
4199,Yoga,760.38,1.15
4200,Cardio,1235.36,1.4
4201,Strength,2187.9,1.87
4202,HIIT,1676.4,1.27
4203,Strength,1327.81,1.34
4204,Strength,1232.23,1.14
4205,Strength,1317.6,1.22
4206,Yoga,826.62,1.15
4207,HIIT,1764.38,1.34
4208,Cardio,706.56,0.8
4209,Yoga,461.58,0.7
4210,HIIT,2461.49,1.72
4211,Cardio,1589.98,1.53
4212,Cardio,1008.0,1.05
4213,Strength,742.5,0.75
4214,Cardio,1695.2,1.63
4215,HIIT,1730.64,1.31
4216,Cardio,1172.18,1.22
4217,Strength,1522.8,1.41
4218,HIIT,2232.52,1.56
4219,HIIT,1114.21,0.92
4220,Cardio,1229.82,1.28
4221,Strength,1165.43,1.08
4222,HIIT,1940.4,1.47
4223,Cardio,1675.69,1.61
4224,Yoga,513.4,0.78
4225,HIIT,1452.0,1.2
4226,Cardio,1849.78,1.78
4227,Strength,2261.57,1.93
4228,Cardio,871.2,0.99
4229,Strength,2010.85,1.72
4230,HIIT,1492.84,1.13
4231,Cardio,1318.8,1.5
4232,Cardio,1082.4,1.23
4233,Yoga,639.62,0.97
4234,Strength,1357.4,1.26
4235,Cardio,1038.4,1.18
4236,Strength,2197.91,1.88
4237,Strength,1219.38,1.13
4238,Yoga,621.53,0.94
4239,HIIT,1173.7,0.97
4240,HIIT,1499.04,1.24
4241,HIIT,2674.1,1.87
4242,Yoga,1038.53,1.44
4243,Cardio,836.0,0.95
4244,Strength,525.18,0.53
4245,HIIT,2572.02,1.8
4246,Cardio,1935.89,1.86
4247,Cardio,2066.42,1.99
4248,Yoga,865.44,1.2
4249,HIIT,2841.32,1.99
4250,Cardio,591.21,0.67
4251,Strength,1285.2,1.19
4252,HIIT,1620.89,1.23
4253,Strength,1284.13,1.19
4254,Yoga,950.4,1.44
4255,Strength,1861.73,1.59
4256,Yoga,735.62,1.02
4257,Yoga,891.0,1.35
4258,Strength,2269.8,1.94
4259,Yoga,1280.18,1.64
4260,Yoga,1544.4,1.98
4261,Strength,2101.14,1.8
4262,HIIT,1942.02,1.47
4263,HIIT,1798.19,1.36
4264,Yoga,813.6,1.13
4265,Cardio,1189.41,1.24
4266,Yoga,747.16,1.13
4267,Strength,1208.59,1.12
4268,Cardio,1840.8,1.77
4269,Yoga,720.6,1.0
4270,HIIT,1441.2,1.09
4271,Strength,1620.0,1.5
4272,Strength,1293.84,1.2
4273,Yoga,1079.1,1.5
4274,HIIT,1872.84,1.42
4275,Cardio,510.4,0.58
4276,Strength,881.9,0.89
4277,Cardio,491.9,0.56
4278,HIIT,1851.08,1.4
4279,Cardio,1297.08,1.35
4280,HIIT,1516.74,1.15
4281,Yoga,1467.53,1.88
4282,Yoga,773.6,1.17
4283,Cardio,1028.91,1.07
4284,Strength,1380.1,1.28
4285,Strength,961.17,0.97
4286,Strength,1382.4,1.28
4287,Cardio,987.98,1.03
4288,Strength,1029.6,1.04
4289,Yoga,1001.63,1.39
4290,Strength,2002.24,1.71
4291,Strength,1804.57,1.54
4292,Cardio,1191.39,1.24
4293,Yoga,481.36,0.73
4294,Strength,812.54,0.82
4295,Cardio,712.8,0.81
4296,Cardio,1219.2,1.27
4297,HIIT,2719.09,1.9
4298,Cardio,1043.78,1.09
4299,Yoga,712.15,1.08
4300,Strength,712.15,0.72
4301,Strength,890.19,0.9
4302,HIIT,1248.57,1.03
4303,Cardio,1355.86,1.41
4304,Cardio,1216.61,1.38
4305,Cardio,1267.2,1.32
4306,HIIT,2512.93,1.76
4307,HIIT,738.1,0.61
4308,Yoga,746.48,1.13
4309,Strength,663.9,0.67
4310,Yoga,871.2,1.21
4311,Yoga,822.75,1.25
4312,HIIT,1887.6,1.43
4313,Strength,1364.96,1.38
4314,Cardio,941.6,1.07
4315,Yoga,1525.27,1.96
4316,Yoga,985.58,1.37
4317,Cardio,1017.6,1.06
4318,HIIT,1027.56,0.85
4319,Yoga,1021.55,1.42
4320,Cardio,1086.61,1.13
4321,Yoga,751.72,1.14
4322,HIIT,1940.4,1.47
4323,Cardio,1302.4,1.48
4324,HIIT,1523.21,1.26
4325,Yoga,454.99,0.69
4326,HIIT,1358.47,1.03
4327,Cardio,1612.0,1.55
4328,Strength,1512.0,1.4
4329,Cardio,1082.4,1.23
4330,Yoga,739.2,1.12
4331,Strength,2187.9,1.87
4332,HIIT,2473.9,1.73
4333,HIIT,1373.94,1.04
4334,HIIT,1330.98,1.01
4335,Strength,1121.33,1.04
4336,Yoga,900.05,1.36
4337,Strength,1262.55,1.17
4338,Cardio,536.8,0.61
4339,Strength,1239.75,1.25
4340,Cardio,740.54,0.84
4341,Yoga,1269.44,1.63
4342,Cardio,1047.2,1.19
4343,HIIT,1793.7,1.36
4344,HIIT,1595.75,1.32
4345,Cardio,1351.34,1.41
4346,HIIT,1150.54,0.95
4347,Cardio,1345.12,1.4
4348,Cardio,1286.4,1.34
4349,Yoga,791.34,1.1
4350,Yoga,1441.89,1.85
4351,Strength,2326.51,1.99
4352,Cardio,1268.26,1.32
4353,Yoga,1201.2,1.54
4354,Strength,1159.45,1.07
4355,Yoga,1086.29,1.51
4356,Cardio,651.79,0.74
4357,HIIT,1763.39,1.46
4358,Strength,723.36,0.73
4359,Yoga,1549.15,1.98
4360,Cardio,994.4,1.13
4361,HIIT,1477.54,1.22
4362,HIIT,1331.0,1.1
4363,Strength,1801.8,1.54
4364,Strength,1114.25,1.03
4365,HIIT,1598.65,1.32
4366,Yoga,1526.45,1.96
4367,HIIT,1585.1,1.31
4368,Strength,1155.6,1.07
4369,Yoga,1460.84,1.87
4370,Strength,1308.98,1.21
4371,HIIT,896.21,0.74
4372,Cardio,1093.49,1.14
4373,Cardio,1101.0,1.25
4374,Strength,2101.14,1.8
4375,HIIT,991.3,0.82
4376,HIIT,1499.04,1.24
4377,Cardio,678.22,0.77
4378,Strength,2221.29,1.9
4379,Yoga,374.83,0.57
4380,Strength,1470.02,1.36
4381,Strength,1409.63,1.42
4382,Cardio,1178.13,1.34
4383,HIIT,1782.0,1.35
4384,Strength,1357.53,1.37
4385,Yoga,1057.52,1.47
4386,Strength,1975.78,1.69
4387,Cardio,1964.09,1.89
4388,Strength,2000.7,1.71
4389,Yoga,1008.84,1.4
4390,Strength,1145.75,1.06
4391,Strength,1376.1,1.39
4392,HIIT,1426.79,1.08
4393,Yoga,907.96,1.26
4394,Yoga,541.2,0.82
4395,HIIT,1680.37,1.39
4396,Strength,1153.67,1.07
4397,HIIT,2361.32,1.65
4398,Yoga,979.2,1.36
4399,Yoga,770.4,1.07
4400,Yoga,969.32,1.47
4401,HIIT,2175.27,1.52
4402,Yoga,994.43,1.38
4403,Yoga,942.94,1.43
4404,HIIT,1336.53,1.01
4405,Cardio,676.98,0.77
4406,Yoga,1050.32,1.46
4407,Cardio,1743.17,1.68
4408,Yoga,999.97,1.39
4409,Cardio,1151.75,1.31
4410,Cardio,1294.92,1.35
4411,Cardio,1104.0,1.15
4412,Yoga,725.34,1.1
4413,Yoga,652.21,0.99
4414,Cardio,730.4,0.83
4415,HIIT,1257.26,1.04
4416,HIIT,1126.32,0.93
4417,Yoga,862.56,1.2
4418,HIIT,1293.52,1.07
4419,Strength,1361.93,1.26
4420,HIIT,2835.76,1.98
4421,Strength,1248.53,1.26
4422,Yoga,772.9,1.17
4423,Yoga,769.12,1.07
4424,Cardio,943.31,1.07
4425,Cardio,1947.79,1.87
4426,Yoga,741.6,1.03
4427,Yoga,985.58,1.37
4428,Cardio,1084.8,1.13
4429,Yoga,905.02,1.37
4430,Yoga,462.42,0.7
4431,Strength,1294.92,1.2
4432,Yoga,343.2,0.52
4433,HIIT,2527.21,1.77
4434,Yoga,872.78,1.32
4435,Yoga,1509.71,1.94
4436,Cardio,1441.2,1.5
4437,Cardio,1170.22,1.22
4438,Strength,495.9,0.5
4439,Cardio,1123.2,1.17
4440,Yoga,1436.3,1.84
4441,Cardio,1696.5,1.63
4442,HIIT,968.0,0.8
4443,Strength,801.17,0.81
4444,HIIT,1136.37,0.94
4445,Yoga,449.21,0.68
4446,Cardio,1045.53,1.09
4447,Yoga,1222.72,1.57
4448,Cardio,1111.74,1.16
4449,Strength,1126.01,1.04
4450,Yoga,1445.22,1.85
4451,Strength,1378.94,1.28
4452,Yoga,813.6,1.13
4453,HIIT,1346.4,1.02
4454,Cardio,1133.74,1.18
4455,Strength,1199.8,1.11
4456,Cardio,932.8,1.06
4457,Cardio,712.8,0.81
4458,HIIT,2261.14,1.58
4459,Strength,1424.41,1.32
4460,Cardio,908.05,1.03
4461,HIIT,1357.33,1.03
4462,Strength,1341.43,1.24
4463,HIIT,1743.85,1.32
4464,Yoga,1561.2,2.0
4465,HIIT,1400.37,1.06
4466,Strength,1163.48,1.08
4467,Yoga,755.37,1.05
4468,Cardio,1144.3,1.19
4469,Cardio,1363.2,1.42
4470,Cardio,1306.69,1.36
4471,Yoga,973.62,1.35
4472,HIIT,883.3,0.73
4473,HIIT,1317.7,1.09
4474,HIIT,1638.16,1.24
4475,HIIT,1171.57,0.97
4476,Strength,2081.0,1.78
4477,Strength,2070.9,1.77
4478,Cardio,942.46,1.07
4479,HIIT,1691.01,1.28
4480,Cardio,1304.51,1.36
4481,Strength,1779.77,1.52
4482,Cardio,1673.11,1.61
4483,Yoga,1404.0,1.8
4484,Yoga,741.6,1.03
4485,Yoga,482.24,0.73
4486,Cardio,1190.4,1.24
4487,Cardio,1334.4,1.39
4488,Cardio,1334.4,1.39
4489,Cardio,979.2,1.02
4490,Yoga,904.2,1.37
4491,HIIT,932.55,0.77
4492,Strength,1475.1,1.49
4493,Cardio,1250.74,1.42
4494,Yoga,1015.2,1.41
4495,Cardio,868.03,0.99
4496,Strength,1378.94,1.28
4497,Yoga,977.57,1.36
4498,Cardio,1381.25,1.44
4499,HIIT,2371.97,1.66
4500,Cardio,1153.92,1.2
4501,Cardio,1431.59,1.49
4502,Cardio,1274.84,1.45
4503,Strength,665.11,0.67
4504,HIIT,1773.22,1.34
4505,Cardio,991.27,1.03
4506,HIIT,835.66,0.69
4507,Strength,950.4,0.96
4508,Cardio,1375.09,1.43
4509,Cardio,880.0,1.0
4510,HIIT,2402.4,1.68
4511,Strength,852.95,0.86
4512,Cardio,501.6,0.57
4513,Yoga,1546.78,1.98
4514,HIIT,1556.64,1.29
4515,Yoga,416.56,0.63
4516,HIIT,2441.54,1.71
4517,HIIT,1707.65,1.41
4518,Strength,990.0,1.0
4519,HIIT,848.54,0.7
4520,HIIT,1307.99,1.08
4521,HIIT,1951.97,1.48
4522,Yoga,776.3,1.08
4523,HIIT,1207.8,1.0
4524,Yoga,1356.16,1.74
4525,HIIT,1529.92,1.16
4526,Strength,830.09,0.84
4527,Yoga,1417.42,1.82
4528,Yoga,356.4,0.54
4529,HIIT,1647.25,1.25
4530,Yoga,834.5,1.16
4531,Strength,1444.79,1.34
4532,Strength,1257.3,1.27
4533,Cardio,1152.0,1.2
4534,Cardio,1133.14,1.29
4535,Cardio,597.86,0.68
4536,Cardio,843.26,0.96
4537,Strength,810.32,0.82
4538,Cardio,1901.74,1.83
4539,HIIT,2845.7,1.99
4540,Strength,2107.62,1.8
4541,Yoga,745.8,1.13
4542,Yoga,1000.8,1.39
4543,Yoga,330.0,0.5
4544,Strength,1091.71,1.01
4545,Cardio,555.41,0.63
4546,Cardio,1227.78,1.28
4547,HIIT,1359.6,1.03
4548,HIIT,1669.8,1.38
4549,Yoga,1200.28,1.54
4550,Cardio,1151.04,1.2
4551,Cardio,1172.18,1.22
4552,Cardio,448.8,0.51
4553,Yoga,813.6,1.13
4554,Yoga,770.8,1.17
4555,Cardio,961.6,1.0
4556,Yoga,586.87,0.89
4557,Yoga,476.5,0.72
4558,Strength,1576.8,1.46
4559,Strength,1568.61,1.45
4560,Cardio,1353.6,1.41
4561,Strength,1188.0,1.1
4562,Cardio,1686.1,1.62
4563,Yoga,821.48,1.14
4564,HIIT,2355.87,1.65
4565,Cardio,1373.94,1.43
4566,Yoga,336.91,0.51
4567,HIIT,1636.8,1.24
4568,Cardio,678.22,0.77
4569,Strength,1090.8,1.01
4570,Cardio,1294.92,1.35
4571,Strength,1987.47,1.7
4572,HIIT,1897.63,1.44
4573,Cardio,1879.5,1.81
4574,Yoga,395.64,0.6
4575,HIIT,883.3,0.73
4576,HIIT,1598.53,1.21
4577,Strength,2117.7,1.81
4578,Strength,1221.42,1.13
4579,Strength,743.85,0.75
4580,Cardio,676.98,0.77
4581,Strength,1121.33,1.04
4582,Cardio,1137.64,1.19
4583,HIIT,823.55,0.68
4584,Strength,1225.37,1.24
4585,Yoga,777.6,1.08
4586,Strength,683.1,0.69
4587,Cardio,1030.54,1.17
4588,Cardio,1208.59,1.26
4589,Cardio,1022.66,1.16
4590,Yoga,823.5,1.25
4591,HIIT,1075.92,0.89
4592,Yoga,999.97,1.39
4593,Yoga,1349.4,1.73
4594,Strength,1370.46,1.27
4595,HIIT,834.14,0.69
4596,Yoga,575.24,0.87
4597,Cardio,948.67,1.08
4598,Strength,743.18,0.75
4599,Cardio,554.4,0.63
4600,Yoga,797.87,1.21
4601,Cardio,1115.46,1.16
4602,HIIT,1689.6,1.28
4603,Cardio,2054.45,1.98
4604,Yoga,820.12,1.14
4605,HIIT,1695.54,1.4
4606,Cardio,1056.0,1.1
4607,HIIT,1771.75,1.34
4608,Strength,1363.07,1.26
4609,Strength,534.11,0.54
4610,Strength,1478.37,1.37
4611,Cardio,1227.78,1.28
4612,HIIT,1028.5,0.85
4613,HIIT,834.14,0.69
4614,Strength,2258.1,1.93
4615,Yoga,586.33,0.89
4616,Cardio,968.0,1.1
4617,Cardio,2059.2,1.98
4618,Cardio,1182.77,1.23
4619,Cardio,1076.99,1.12
4620,Yoga,871.93,1.21
4621,Yoga,784.69,1.19
4622,Strength,1352.6,1.37
4623,Yoga,1269.44,1.63
4624,Yoga,879.86,1.22
4625,Cardio,1073.41,1.12
4626,HIIT,1978.35,1.5
4627,Cardio,1222.09,1.39
4628,HIIT,1356.43,1.12
4629,Cardio,1410.02,1.47
4630,Yoga,840.29,1.17
4631,Strength,1242.0,1.15
4632,HIIT,653.4,0.54
4633,Strength,1159.35,1.17
4634,Yoga,994.43,1.38
4635,Yoga,714.1,1.08
4636,Strength,1134.95,1.05
4637,Cardio,1315.2,1.37
4638,Yoga,935.22,1.3
4639,Strength,1448.41,1.34
4640,Cardio,1744.51,1.68
4641,Yoga,980.83,1.36
4642,Yoga,1426.3,1.83
4643,HIIT,1689.6,1.28
4644,Cardio,1285.33,1.34
4645,Cardio,1172.53,1.33
4646,Yoga,778.8,1.18
4647,Cardio,2028.0,1.95
4648,Strength,1533.6,1.42
4649,Cardio,1613.24,1.55
4650,HIIT,1386.0,1.05
4651,Yoga,854.66,1.19
4652,Strength,564.3,0.57
4653,Strength,1477.13,1.37
4654,Strength,1269.5,1.28
4655,Cardio,1057.76,1.1
4656,Cardio,773.7,0.88
4657,Yoga,502.06,0.76
4658,HIIT,1360.73,1.03
4659,Cardio,1076.1,1.12
4660,Strength,1249.67,1.26
4661,Strength,1937.72,1.66
4662,Cardio,1941.81,1.87
4663,Cardio,1429.21,1.49
4664,Cardio,1255.5,1.31
4665,HIIT,1782.0,1.35
4666,HIIT,1724.88,1.31
4667,Cardio,1064.8,1.21
4668,Strength,1467.58,1.36
4669,HIIT,1306.8,1.08
4670,Strength,1093.53,1.01
4671,Yoga,487.51,0.74
4672,Cardio,1151.75,1.31
4673,Yoga,1066.49,1.48
4674,Cardio,1741.82,1.68
4675,Cardio,1808.21,1.74
4676,HIIT,738.77,0.61
4677,Yoga,863.81,1.31
4678,Strength,1197.8,1.11
4679,Yoga,971.19,1.35
4680,Cardio,781.78,0.89
4681,HIIT,2635.25,1.84
4682,HIIT,1647.1,1.36
4683,Strength,1389.78,1.4
4684,Strength,1520.26,1.41
4685,HIIT,1363.0,1.03
4686,Yoga,495.9,0.75
4687,Cardio,1705.6,1.64
4688,Strength,2079.4,1.78
4689,Cardio,1311.91,1.37
4690,Yoga,929.57,1.29
4691,Cardio,1296.0,1.35
4692,Strength,1543.11,1.43
4693,Yoga,1505.4,1.93
4694,HIIT,1532.48,1.16
4695,Strength,633.6,0.64
4696,Yoga,1310.4,1.68
4697,Yoga,1522.17,1.95
4698,HIIT,1329.79,1.1
4699,Yoga,416.18,0.63
4700,Cardio,994.4,1.13
4701,Yoga,1404.0,1.8
4702,Cardio,1049.02,1.09
4703,Yoga,416.18,0.63
4704,Yoga,559.98,0.85
4705,HIIT,824.3,0.68
4706,Cardio,1297.08,1.35
4707,HIIT,1968.44,1.49
4708,Strength,1489.16,1.38
4709,Yoga,986.4,1.37
4710,Yoga,653.4,0.99
4711,HIIT,1450.79,1.1
4712,HIIT,1344.16,1.02
4713,Cardio,1725.07,1.66
4714,Yoga,342.89,0.52
4715,Cardio,1011.08,1.15
4716,Cardio,1104.92,1.15
4717,Cardio,1003.2,1.14
4718,HIIT,1174.77,0.97
4719,HIIT,666.71,0.55
4720,Strength,1406.34,1.3
4721,Yoga,1065.6,1.48
4722,Strength,743.18,0.75
4723,Strength,1389.78,1.4
4724,Yoga,595.62,0.9
4725,Strength,1788.72,1.53
4726,Cardio,809.6,0.92
4727,HIIT,1828.76,1.51
4728,Strength,1252.8,1.16
4729,Strength,1236.38,1.25
4730,Cardio,1301.22,1.48
4731,HIIT,1790.8,1.48
4732,Yoga,376.2,0.57
4733,Cardio,1335.51,1.39
4734,Strength,2289.67,1.96
4735,Yoga,771.04,1.07
4736,Yoga,476.93,0.72
4737,Strength,1381.25,1.28
4738,Yoga,1344.7,1.72
4739,Yoga,1273.36,1.63
4740,Strength,1458.0,1.35
4741,HIIT,2561.67,1.79
4742,Yoga,999.97,1.39
4743,Yoga,929.75,1.41
4744,Cardio,1229.82,1.28
4745,Strength,1914.37,1.64
4746,Cardio,720.94,0.82
4747,HIIT,2461.49,1.72
4748,HIIT,1821.6,1.38
4749,Strength,1098.85,1.02
4750,HIIT,1651.38,1.25
4751,HIIT,2182.85,1.53
4752,Yoga,830.07,1.15
4753,Cardio,1135.2,1.29
4754,Cardio,1624.9,1.56
4755,Cardio,1102.16,1.15
4756,Yoga,1281.17,1.64
4757,HIIT,629.2,0.52
4758,Strength,1255.93,1.16
4759,HIIT,799.33,0.66
4760,Cardio,1171.2,1.22
4761,Cardio,2041.54,1.96
4762,HIIT,1923.99,1.46
4763,HIIT,1752.9,1.45
4764,HIIT,1900.8,1.44
4765,Cardio,1161.6,1.32
4766,HIIT,1379.4,1.14
4767,Yoga,852.17,1.29
4768,HIIT,1966.8,1.49
4769,HIIT,1874.4,1.42
4770,Yoga,586.87,0.89
4771,Yoga,727.81,1.01
4772,Cardio,632.45,0.72
4773,Yoga,992.77,1.38
4774,HIIT,1512.5,1.25
4775,Yoga,1050.32,1.46
4776,Strength,1534.88,1.42
4777,Yoga,843.26,1.28
4778,Yoga,805.06,1.12
4779,Cardio,1284.26,1.34
4780,Cardio,1828.99,1.76
4781,Yoga,763.2,1.06
4782,HIIT,2159.3,1.51
4783,Cardio,448.8,0.51
4784,Yoga,1498.75,1.92
4785,Yoga,1428.5,1.83
4786,Strength,2035.8,1.74
4787,Yoga,770.4,1.07
4788,HIIT,820.56,0.68
4789,HIIT,2547.36,1.78
4790,Strength,2244.67,1.92
4791,Strength,1823.8,1.56
4792,Strength,1124.14,1.04
4793,Cardio,1180.27,1.34
4794,Strength,1611.88,1.49
4795,Strength,1303.53,1.21
4796,Cardio,712.8,0.81
4797,Yoga,1052.08,1.46
4798,Strength,731.93,0.74
4799,Strength,1112.4,1.03
4800,Cardio,722.91,0.82
4801,Strength,1967.11,1.68
4802,HIIT,990.4,0.82
4803,Yoga,777.6,1.08
4804,Yoga,993.6,1.38
4805,Cardio,819.89,0.93
4806,HIIT,1796.7,1.36
4807,Cardio,1812.38,1.74
4808,Cardio,993.5,1.13
4809,Cardio,1304.51,1.36
4810,Strength,1480.83,1.37
4811,HIIT,785.07,0.65
4812,Cardio,948.67,1.08
4813,Cardio,1047.27,1.09
4814,Strength,2251.58,1.92
4815,Yoga,1528.8,1.96
4816,HIIT,847.0,0.7
4817,Cardio,737.18,0.84
4818,Yoga,1224.6,1.57
4819,HIIT,1656.19,1.37
4820,Cardio,706.56,0.8
4821,HIIT,993.1,0.82
4822,Cardio,705.92,0.8
4823,Strength,1382.22,1.4
4824,HIIT,1713.14,1.3
4825,Yoga,719.4,1.0
4826,Strength,1177.2,1.09
4827,Cardio,852.82,0.97
4828,Yoga,672.59,1.02
4829,HIIT,1559.48,1.29
4830,Cardio,1113.6,1.16
4831,Yoga,423.17,0.64
4832,Cardio,1104.0,1.15
4833,Yoga,627.0,0.95
4834,Cardio,1421.98,1.48
4835,Strength,1426.9,1.44
4836,Cardio,951.19,0.99
4837,Strength,1226.48,1.24
4838,Cardio,1011.08,1.15
4839,HIIT,1582.68,1.2
4840,Strength,1479.6,1.37
4841,HIIT,1452.0,1.2
4842,Strength,2273.29,1.94
4843,Cardio,896.78,1.02
4844,Strength,1328.4,1.23
4845,Strength,1778.4,1.52
4846,Strength,1338.93,1.35
4847,Strength,1617.3,1.5
4848,Strength,1057.37,1.07
4849,Yoga,748.18,1.04
4850,HIIT,1502.29,1.14
4851,Yoga,369.6,0.56
4852,Yoga,1333.8,1.71
4853,Strength,1165.43,1.08
4854,Strength,2131.04,1.82
4855,HIIT,2860.0,2.0
4856,HIIT,1874.4,1.42
4857,Strength,722.04,0.73
4858,Strength,1157.25,1.17
4859,Yoga,640.2,0.97
4860,Strength,1243.04,1.15
4861,Strength,2094.3,1.79
4862,Strength,1356.3,1.37
4863,Cardio,528.48,0.6
4864,HIIT,2159.3,1.51
4865,Cardio,1872.0,1.8
4866,Cardio,1191.39,1.24
4867,Yoga,1016.05,1.41
4868,Strength,1200.08,1.21
4869,Yoga,797.87,1.11
4870,Cardio,1209.6,1.26
4871,HIIT,2645.5,1.85
4872,Cardio,554.9,0.63
4873,Cardio,1147.12,1.3
4874,Cardio,2031.12,1.95
4875,HIIT,1692.46,1.4
4876,Cardio,670.02,0.76
4877,Cardio,1321.2,1.5
4878,HIIT,2391.77,1.67
4879,Yoga,1506.56,1.93
4880,HIIT,1162.66,0.96
4881,Cardio,1362.06,1.42
4882,Yoga,988.04,1.37
4883,Strength,1100.68,1.02
4884,Cardio,1237.37,1.29
4885,HIIT,738.77,0.61
4886,Strength,584.63,0.59
4887,Strength,1092.62,1.01
4888,HIIT,1539.49,1.27
4889,Yoga,916.57,1.39
4890,Strength,1367.44,1.38
4891,Yoga,949.61,1.32
4892,HIIT,2431.0,1.7
4893,Cardio,1872.0,1.8
4894,Yoga,876.2,1.33
4895,Yoga,819.89,1.24
4896,Yoga,528.96,0.8
4897,HIIT,1343.03,1.02
4898,Yoga,1548.62,1.99
4899,Strength,872.78,0.88
4900,Strength,2199.6,1.88
4901,Yoga,1395.13,1.79
4902,Yoga,1252.9,1.61
4903,Strength,1576.8,1.46
4904,Strength,1155.6,1.07
4905,Strength,1435.5,1.45
4906,HIIT,1541.83,1.17
4907,Yoga,893.54,1.24
4908,Cardio,676.98,0.77
4909,Yoga,971.96,1.47
4910,Yoga,435.6,0.66
4911,Yoga,601.69,0.91
4912,Yoga,892.8,1.24
4913,Strength,969.32,0.98
4914,Strength,1077.14,1.09
4915,Cardio,1190.4,1.24
4916,Cardio,948.67,1.08
4917,Cardio,651.79,0.74
4918,Cardio,950.4,0.99
4919,Strength,1134.0,1.05
4920,HIIT,689.07,0.57
4921,Strength,1345.18,1.36
4922,Yoga,707.48,1.07
4923,HIIT,1479.63,1.12
4924,Yoga,1013.51,1.41
4925,Strength,2107.62,1.8
4926,Cardio,1268.26,1.32
4927,HIIT,1729.2,1.31
4928,HIIT,1688.19,1.28
4929,Yoga,704.92,1.07
4930,Strength,1351.12,1.25
4931,HIIT,1546.97,1.17
4932,Yoga,785.4,1.19
4933,HIIT,1899.22,1.44
4934,Cardio,987.15,1.03
4935,Strength,1145.75,1.06
4936,Strength,742.5,0.75
4937,HIIT,1714.57,1.3
4938,HIIT,1669.8,1.38
4939,Cardio,1411.2,1.47
4940,HIIT,1398.03,1.06
4941,Strength,1350.07,1.36
4942,Cardio,573.56,0.65
4943,Yoga,724.68,1.1
4944,HIIT,1598.65,1.32
4945,HIIT,1518.0,1.15
4946,Yoga,711.5,1.08
4947,Strength,525.18,0.53
4948,HIIT,1347.52,1.02
4949,Strength,990.0,1.0
4950,Cardio,995.3,1.13
4951,HIIT,1795.2,1.36
4952,Cardio,720.94,0.82
4953,HIIT,1563.74,1.29
4954,HIIT,1875.96,1.42
4955,Cardio,1303.58,1.48
4956,HIIT,1704.55,1.41
4957,Yoga,720.6,1.0
4958,Strength,1008.88,1.02
4959,Yoga,1474.2,1.89
4960,Cardio,878.4,1.0
4961,Yoga,949.61,1.32
4962,Strength,1404.0,1.3
4963,Yoga,733.79,1.02
4964,Yoga,1293.8,1.66
4965,HIIT,2467.17,1.72
4966,Yoga,1367.1,1.75
4967,Yoga,540.71,0.82
4968,HIIT,1532.48,1.16
4969,Cardio,509.47,0.58
4970,HIIT,1411.22,1.07
4971,HIIT,1796.7,1.36
4972,Strength,1070.09,0.99
4973,Strength,1285.83,1.3
4974,HIIT,2676.16,1.87
4975,Strength,1597.07,1.48
4976,Yoga,748.8,1.04
4977,Yoga,1224.6,1.57
4978,HIIT,1371.66,1.04
4979,Cardio,1411.2,1.47
4980,Yoga,1029.6,1.43
4981,Yoga,1037.66,1.44
4982,Yoga,587.93,0.89
4983,Cardio,1171.46,1.33
4984,Yoga,993.6,1.38
4985,Yoga,625.86,0.95
4986,HIIT,2341.59,1.64
4987,Strength,1234.28,1.14
4988,Yoga,1008.84,1.4
4989,Strength,1346.4,1.36
4990,Cardio,1083.9,1.13
4991,HIIT,689.07,0.57
4992,HIIT,1572.11,1.19
4993,Yoga,904.2,1.37
4994,HIIT,2584.32,1.81
4995,Cardio,1901.74,1.83
4996,Strength,1339.2,1.24
4997,HIIT,1187.96,0.98
4998,Strength,1305.71,1.21
4999,Yoga,1446.33,1.85
5000,Strength,1318.7,1.22
5001,HIIT,2441.54,1.71
5002,HIIT,1148.46,0.95
5003,Cardio,1591.2,1.53
5004,Strength,1199.8,1.11
5005,HIIT,1127.35,0.93
5006,Strength,890.19,0.9
5007,Cardio,659.4,0.75
5008,HIIT,2684.26,1.88
5009,Cardio,676.98,0.77
5010,Yoga,469.03,0.71
5011,Cardio,702.72,0.8
5012,Strength,1109.62,1.03
5013,HIIT,1400.37,1.06
5014,Strength,1242.0,1.15
5015,Yoga,428.61,0.65
5016,Cardio,987.98,1.03
5017,HIIT,2643.46,1.85
5018,Cardio,1413.55,1.47
5019,HIIT,618.22,0.51
5020,Yoga,1002.47,1.39
5021,Strength,1610.54,1.49
5022,Strength,2057.62,1.76
5023,HIIT,1951.97,1.48
5024,Cardio,1268.26,1.32
5025,Cardio,1206.7,1.37
5026,Cardio,1717.32,1.65
5027,Yoga,1450.8,1.86
5028,Strength,1359.67,1.26
5029,Cardio,1017.6,1.06
5030,HIIT,1710.28,1.3
5031,HIIT,1808.4,1.37
5032,HIIT,1196.81,0.99
5033,HIIT,2755.65,1.93
5034,Yoga,858.0,1.3
5035,Yoga,986.4,1.37
5036,HIIT,1727.76,1.31
5037,Strength,1812.1,1.55
5038,Strength,1436.4,1.33
5039,Strength,1124.14,1.04
